,Cancellation Policy,Neighbourhood_Charlottenburg,Neighbourhood_Friedrichshain,Neighbourhood_Kreuzberg,Neighbourhood_Mitte,Neighbourhood_Moabit,Neighbourhood_Neukölln,Neighbourhood_Pankow,Neighbourhood_Prenzlauer Berg,Neighbourhood_Schöneberg,Neighbourhood_Tempelhof,Neighbourhood_Wedding,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Room Type_Private
18679,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,90.0,50.0,1,0,4,1125,0,6,1
18689,1.0,0,0,0,1,0,0,0,0,0,0,0,4,20.0,3.0,99.0,200.0,50.0,3,25,3,1125,96,75,1
18697,2.0,0,0,0,1,0,0,0,0,0,0,0,5,20.0,3.0,190.0,200.0,50.0,4,20,4,21,302,13,1
18701,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,25.0,200.0,20.0,1,15,1,1125,0,4,1
18702,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,300.0,30.0,2,30,91,150,0,6,1
18703,1.0,0,0,1,0,0,0,0,0,0,0,0,6,10.0,6.0,140.0,150.0,40.0,4,20,2,75,250,9,1
18704,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,60.0,500.0,20.0,2,10,2,1125,0,7,1
18705,0.0,0,0,1,0,0,0,0,0,0,0,0,1,15.0,1.0,20.0,250.0,20.0,1,0,5,1125,0,0,1
18706,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,60.0,350.0,70.0,1,20,1,1125,41,131,1
18713,0.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,36.0,120.0,50.0,2,12,90,365,220,91,1
18718,0.0,0,0,0,1,0,0,0,0,0,0,0,8,10.0,4.0,170.0,199.0,50.0,4,25,2,1125,168,0,1
18730,1.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,0.0,49.0,90.0,19.0,2,8,1,1125,246,59,1
18737,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,28.0,150.0,30.0,1,0,7,30,24,2,1
18740,1.0,0,0,0,0,1,0,0,0,0,0,0,4,10.0,1.0,85.0,100.0,65.0,1,0,2,1125,294,5,1
18743,2.0,0,0,0,0,1,0,0,0,0,0,0,1,10.0,1.0,35.0,150.0,25.0,1,15,1,7,100,22,1
18750,1.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,1.0,35.0,100.0,10.0,3,0,3,1125,20,3,1
18754,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,35.0,150.0,20.0,1,5,2,1125,0,6,1
18757,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,46.0,200.0,35.0,1,0,5,1125,62,0,1
18759,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,60.0,600.0,59.0,1,19,3,3000,264,104,1
18766,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,96.0,500.0,30.0,1,0,5,14,0,11,1
18768,1.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,62.0,400.0,45.0,1,30,1,1125,0,0,1
18772,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,150.0,15.0,1,5,3,1125,0,4,1
18778,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,200.0,250.0,25.0,2,25,5,1125,0,20,1
18781,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,79.0,150.0,30.0,2,10,5,60,27,66,1
18787,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,74.0,350.0,30.0,4,20,5,1125,200,2,1
18789,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,65.0,200.0,50.0,2,20,10,25,93,4,1
18790,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,110.0,250.0,20.0,4,10,2,1125,7,14,1
18809,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,0.0,54.0,150.0,45.0,1,0,1,1125,310,26,1
18810,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,75.0,250.0,25.0,1,10,21,1125,253,99,1
18816,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,100.0,10.0,1,10,1,1125,83,8,1
18820,2.0,0,0,0,0,0,0,0,1,0,0,0,4,20.0,2.0,45.0,100.0,30.0,2,5,2,1125,220,87,1
18824,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,150.0,30.0,1,10,2,1125,0,2,1
18828,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,100.0,300.0,50.0,1,20,5,14,363,1,1
18830,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,55.0,200.0,15.0,1,15,1,1125,0,1,1
18835,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,500.0,120.0,1,0,14,30,0,0,1
18840,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,49.0,250.0,10.0,2,25,3,10,258,63,1
18849,2.0,0,0,0,0,0,0,0,1,0,0,0,7,20.0,3.0,135.0,500.0,100.0,2,29,4,120,234,83,1
18855,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,85.0,480.0,30.0,2,10,5,1125,0,8,1
18857,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,75.0,250.0,25.0,1,0,3,6,0,5,1
18866,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,125.0,500.0,75.0,2,0,61,365,250,10,1
18867,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,55.0,300.0,30.0,1,0,1,1125,0,1,1
18871,2.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,2.0,70.0,700.0,40.0,1,0,14,35,0,0,1
18872,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,200.0,25.0,2,10,4,1125,24,6,1
18873,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,31.0,0.0,5.0,1,12,1,1125,249,5,1
18876,0.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,25.0,100.0,10.0,1,18,3,1125,0,2,1
18880,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,50.0,69.0,12.0,1,5,1,45,237,350,1
18882,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,55.0,150.0,55.0,1,15,5,13,1,1,1
18885,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,52.0,200.0,10.0,1,10,1,14,26,1,1
18886,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,55.0,100.0,20.0,1,0,4,1125,174,7,1
18887,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,50.0,500.0,20.0,2,0,10,30,127,35,1
18889,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,40.0,250.0,30.0,2,30,5,10,127,0,1
18890,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,33.0,150.0,20.0,1,10,6,20,131,44,1
18895,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,79.0,500.0,40.0,1,10,3,500,221,2,1
18899,2.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,65.0,300.0,50.0,2,10,6,365,252,7,1
18903,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,30.0,200.0,15.0,1,25,1,10,72,1,1
18907,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,51.0,300.0,20.0,2,15,3,1125,0,4,1
18908,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,69.0,300.0,20.0,1,10,2,1125,18,8,1
18916,0.0,0,0,0,0,0,1,0,0,0,0,0,5,10.0,3.0,150.0,200.0,20.0,1,0,2,30,33,10,1
18931,0.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,1.0,70.0,100.0,30.0,2,10,3,1125,214,6,1
18933,1.0,0,0,0,0,0,0,0,0,1,0,0,6,10.0,2.0,95.0,150.0,30.0,3,7,3,30,230,34,1
18936,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,77.0,300.0,60.0,2,20,14,180,277,3,1
18938,2.0,0,0,0,0,0,0,0,0,1,0,0,2,15.0,1.0,30.0,300.0,20.0,1,15,1,365,277,12,1
18939,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,50.0,150.0,50.0,2,25,2,180,0,0,1
18943,2.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,1.0,69.0,100.0,60.0,2,10,4,1125,278,8,1
18951,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,2.0,100.0,500.0,60.0,1,25,3,150,219,15,1
18953,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,2.0,42.0,200.0,10.0,1,9,2,1125,205,8,1
18954,0.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,79.0,300.0,30.0,2,15,1,1125,317,44,1
18956,0.0,0,0,0,0,0,0,0,0,1,0,0,5,10.0,2.0,87.0,200.0,10.0,1,15,1,21,41,0,1
18957,2.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,1.0,30.0,300.0,25.0,1,0,1,1125,0,8,1
18960,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,61.0,100.0,20.0,1,30,2,62,175,2,1
18964,0.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,1.0,42.0,100.0,10.0,1,0,1,14,0,1,1
18981,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,58.0,220.0,18.0,2,0,7,11,12,2,1
18983,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,25.0,100.0,10.0,1,10,6,30,0,0,1
18985,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,150.0,15.0,1,10,2,6,0,8,1
18986,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,300.0,30.0,1,12,1,1125,363,3,1
18987,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,30.0,100.0,19.0,2,22,3,10,73,0,1
19002,2.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,60.0,150.0,20.0,2,8,2,1125,202,16,1
19005,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,48.0,200.0,35.0,2,0,3,5,63,40,1
19013,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,36.0,100.0,25.0,2,0,3,30,0,49,1
19019,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,38.0,800.0,15.0,1,20,2,1125,270,0,1
19031,1.0,0,0,0,1,0,0,0,0,0,0,0,6,20.0,2.0,99.0,199.0,49.0,6,0,1,1125,127,25,1
19035,1.0,0,0,0,0,0,0,0,0,0,0,1,4,20.0,2.0,45.0,350.0,40.0,2,15,14,28,0,0,1
19041,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,59.0,150.0,30.0,1,30,1,30,313,94,1
19042,1.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,2.0,74.0,250.0,200.0,2,15,60,1125,184,9,1
19045,2.0,0,0,0,0,0,0,0,0,1,0,0,2,20.0,1.0,45.0,100.0,20.0,1,15,2,1125,10,24,1
19046,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,90.0,300.0,35.0,2,10,3,1125,0,9,1
19075,2.0,0,0,0,1,0,0,0,0,0,0,0,13,15.0,4.0,349.0,100.0,60.0,1,0,1,1125,276,61,1
19077,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,94.0,250.0,39.0,2,30,1,1125,19,68,1
19081,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,85.0,800.0,50.0,1,0,30,60,0,0,1
19088,1.0,0,0,0,1,0,0,0,0,0,0,0,7,10.0,2.0,119.0,180.0,40.0,2,20,1,1125,295,99,1
19089,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0.0,69.0,200.0,30.0,1,0,3,5,147,12,1
19090,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,108.0,150.0,18.0,2,0,2,1125,75,4,1
19094,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,36.0,150.0,20.0,1,0,4,22,132,8,1
19096,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,32.0,150.0,15.0,1,12,2,1125,201,11,1
19097,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,85.0,350.0,20.0,2,15,2,1125,69,34,1
19101,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,55.0,200.0,50.0,1,15,10,1125,53,2,1
19114,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,41.0,254.0,21.0,1,0,3,1125,364,2,1
19121,2.0,0,0,0,0,1,0,0,0,0,0,0,5,10.0,2.0,85.0,200.0,60.0,2,12,3,1125,209,10,1
19126,0.0,0,0,0,0,1,0,0,0,0,0,0,9,30.0,3.0,200.0,200.0,40.0,1,10,3,150,218,4,1
19127,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,25.0,100.0,50.0,2,15,1,1125,0,0,1
19132,2.0,0,0,0,0,1,0,0,0,0,0,0,5,10.0,1.0,120.0,800.0,50.0,1,0,2,1125,0,5,1
19134,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,84.0,250.0,60.0,1,0,1,28,0,0,1
19135,0.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,25.0,150.0,15.0,1,16,2,1125,0,2,1
19141,2.0,0,0,0,0,0,0,0,0,0,0,1,4,20.0,2.0,185.0,500.0,60.0,2,25,2,12,321,24,1
19143,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,30.0,100.0,15.0,1,5,3,1125,0,1,1
19168,1.0,0,0,0,0,0,1,0,0,0,0,0,2,20.0,0.0,56.0,100.0,10.0,1,12,2,6,7,84,1
19176,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,25.0,100.0,20.0,1,15,3,25,348,2,1
19178,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,47.0,100.0,30.0,1,15,1,40,22,8,1
19194,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,50.0,100.0,15.0,2,10,6,365,0,39,1
19197,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,33.0,200.0,25.0,1,10,2,60,360,77,1
19210,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,49.0,500.0,35.0,1,0,7,36,0,3,1
19214,1.0,0,1,0,0,0,0,0,0,0,0,0,4,20.0,3.0,80.0,150.0,25.0,1,0,5,14,103,4,1
19218,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,150.0,25.0,1,20,1,7,0,2,1
19220,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,39.0,250.0,40.0,1,10,2,1125,71,37,1
19221,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,2.0,73.0,350.0,30.0,1,0,1,7,2,3,1
19230,1.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,26.0,150.0,10.0,1,0,1,7,178,0,0
19233,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,100.0,250.0,25.0,2,15,3,1125,340,27,1
19239,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,60.0,100.0,20.0,1,15,2,10,0,16,1
19247,2.0,0,0,0,1,0,0,0,0,0,0,0,1,10.0,1.0,15.0,100.0,20.0,1,15,3,1125,245,10,1
19254,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,19.0,100.0,10.0,1,11,2,14,39,2,1
19261,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,30.0,100.0,10.0,1,7,2,1125,14,20,1
19263,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,25.0,300.0,10.0,1,10,20,26,0,4,1
19266,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,0.0,80.0,100.0,50.0,1,0,3,30,0,4,1
19270,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,50.0,200.0,30.0,1,0,10,20,0,0,1
19275,0.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,3.0,89.0,200.0,40.0,1,0,5,1125,14,1,1
19279,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,59.0,200.0,30.0,1,0,2,1125,127,1,1
19280,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,39.0,150.0,30.0,2,0,2,60,136,1,1
19283,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,59.0,200.0,50.0,2,20,4,1125,123,18,1
19285,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,28.0,100.0,20.0,1,15,2,30,342,42,1
19295,0.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,0.0,87.0,150.0,85.0,1,10,3,1125,292,1,1
19300,2.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,53.0,500.0,60.0,1,0,30,180,0,1,1
19307,2.0,0,0,0,0,0,0,1,0,0,0,0,5,15.0,1.0,65.0,200.0,50.0,1,0,7,28,0,0,1
19308,0.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,60.0,500.0,18.0,1,0,7,7,127,1,1
19310,1.0,0,0,0,0,0,0,1,0,0,0,0,8,10.0,3.0,120.0,300.0,85.0,2,20,3,200,104,7,1
19319,0.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,95.0,200.0,20.0,1,15,3,1125,0,8,1
19322,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,69.0,150.0,70.0,1,20,6,1125,365,11,1
19326,1.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,52.0,300.0,20.0,1,0,21,1125,0,0,1
19328,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,0.0,48.0,250.0,45.0,2,18,4,500,164,33,1
19329,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,71.0,500.0,25.0,1,0,2,1125,60,5,1
19346,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,3.0,105.0,300.0,40.0,4,15,2,1125,21,40,1
19348,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,0.0,125.0,250.0,45.0,1,0,2,10,118,3,1
19349,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,90.0,8.0,2,0,2,1125,0,6,1
19350,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,200.0,7.0,1,0,1,1125,0,4,1
19356,2.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,1.0,80.0,150.0,35.0,2,20,5,1125,281,25,1
19357,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,75.0,400.0,60.0,1,10,6,15,13,12,1
19358,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,46.0,69.0,12.0,1,8,1,45,296,334,1
19360,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,29.0,100.0,18.0,1,12,1,10,17,39,1
19362,0.0,0,0,0,0,0,0,0,1,0,0,0,1,10.0,1.0,45.0,200.0,50.0,1,15,3,1125,339,11,1
19368,0.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,2.0,89.0,400.0,40.0,1,0,14,31,0,0,1
19370,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,39.0,100.0,20.0,2,15,2,1125,0,1,1
19375,0.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,200.0,200.0,50.0,1,0,1,1125,0,1,1
19379,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,2.0,58.0,200.0,20.0,2,20,3,1125,302,26,1
19381,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,89.0,150.0,35.0,1,0,5,16,35,2,1
19382,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,3.0,95.0,100.0,30.0,1,0,2,1125,0,3,1
19386,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,120.0,390.0,25.0,2,9,5,1125,0,1,1
19394,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,65.0,150.0,15.0,1,5,2,1125,0,8,1
19395,0.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,20.0,200.0,10.0,1,0,13,17,0,0,1
19402,2.0,0,0,0,0,1,0,0,0,0,0,0,6,10.0,2.0,59.0,100.0,55.0,2,10,1,365,116,2,1
19405,2.0,0,0,0,0,1,0,0,0,0,0,0,4,20.0,2.0,250.0,300.0,30.0,4,30,3,14,126,1,1
19408,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,2.0,48.0,200.0,30.0,1,10,3,30,0,6,1
19414,2.0,0,0,0,0,0,0,0,1,0,0,0,5,10.0,2.0,151.0,500.0,50.0,4,7,3,60,58,57,1
19415,0.0,0,0,0,0,0,0,0,1,0,0,0,2,15.0,1.0,85.0,200.0,30.0,1,0,14,1125,266,11,1
19419,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,55.0,95.0,15.0,1,20,6,21,0,2,1
19420,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,150.0,10.0,1,0,2,1125,0,2,1
19422,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,70.0,200.0,30.0,2,0,1,21,0,2,1
19424,0.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,80.0,800.0,25.0,2,0,2,1125,136,10,1
19425,0.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,22.0,100.0,20.0,1,0,1,1125,0,0,1
19428,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,65.0,250.0,75.0,1,15,5,120,150,28,1
19460,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,300.0,10.0,1,15,2,365,0,14,1
19462,0.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,90.0,200.0,40.0,1,0,2,1125,19,10,1
19463,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,40.0,150.0,25.0,2,30,14,120,141,19,1
19489,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,50.0,150.0,27.0,1,0,7,65,45,20,1
19490,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,70.0,200.0,15.0,1,35,1,5,341,7,1
19492,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,98.0,150.0,35.0,2,30,2,75,269,1,1
19493,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,39.0,100.0,35.0,1,0,7,1125,51,5,1
19500,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,0.0,45.0,200.0,37.0,2,18,3,30,274,3,1
19507,1.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,2.0,99.0,400.0,29.0,4,5,3,60,0,19,1
19513,2.0,0,1,0,0,0,0,0,0,0,0,0,7,20.0,4.0,200.0,200.0,50.0,1,0,7,1125,0,3,1
19515,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,55.0,100.0,15.0,1,0,1,1125,303,19,1
19522,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,21.0,90.0,10.0,1,12,4,8,69,16,0
19526,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,48.0,200.0,25.0,1,0,2,1125,291,21,1
19534,1.0,0,0,0,0,0,0,0,1,0,0,0,6,20.0,3.0,150.0,500.0,100.0,1,0,5,13,0,0,1
19542,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,51.0,100.0,50.0,1,10,1,14,362,16,1
19545,2.0,0,0,0,1,0,0,0,0,0,0,0,4,25.0,3.0,199.0,300.0,60.0,2,50,2,1125,359,6,1
19553,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,149.0,500.0,50.0,1,119,2,7,88,0,1
19558,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0.0,67.0,700.0,25.0,1,0,60,1125,236,25,1
19561,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,125.0,200.0,60.0,1,0,1,1125,140,3,1
19562,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,80.0,250.0,40.0,1,0,30,1125,248,11,1
19563,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,61.0,100.0,25.0,1,0,3,14,0,2,1
19568,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,59.0,150.0,40.0,2,40,1,1125,304,144,1
19572,0.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,55.0,150.0,20.0,2,25,3,60,121,37,1
19574,2.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,1.0,100.0,200.0,60.0,1,15,2,1125,328,14,1
19575,2.0,0,0,0,1,0,0,0,0,0,0,0,5,20.0,2.0,121.0,500.0,40.0,3,25,60,1125,258,26,1
19588,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,1.0,64.0,200.0,30.0,2,15,2,1125,197,45,1
19599,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,85.0,200.0,25.0,3,10,10,1125,0,1,1
19600,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,69.0,200.0,35.0,2,12,3,1125,0,0,1
19601,2.0,0,0,0,0,1,0,0,0,0,0,0,6,20.0,3.0,98.0,400.0,44.0,2,10,2,30,13,2,1
19603,2.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,59.0,200.0,40.0,2,26,1,30,313,24,1
19608,2.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,99.0,100.0,40.0,2,20,4,1125,290,16,1
19610,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,32.0,200.0,20.0,1,20,3,1125,250,17,1
19612,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,75.0,250.0,25.0,1,15,1,30,29,14,1
19617,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,45.0,500.0,35.0,1,10,4,1125,85,2,1
19620,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,100.0,20.0,1,0,3,16,230,6,1
19632,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,48.0,400.0,30.0,2,10,80,220,89,10,1
19636,2.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,45.0,150.0,30.0,2,10,1,365,234,233,1
19639,2.0,0,0,0,0,0,0,0,0,0,0,1,2,20.0,1.0,25.0,100.0,20.0,1,7,5,1125,0,2,1
19643,1.0,0,0,0,0,0,0,0,0,0,0,1,2,20.0,1.0,25.0,200.0,10.0,1,5,2,1125,5,6,1
19648,0.0,0,0,1,0,0,0,0,0,0,0,0,5,10.0,2.0,160.0,500.0,25.0,5,30,1,1125,0,0,1
19653,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,59.0,250.0,30.0,2,10,2,1125,342,11,1
