,Cancellation Policy,Neighbourhood_Charlottenburg,Neighbourhood_Friedrichshain,Neighbourhood_Kreuzberg,Neighbourhood_Mitte,Neighbourhood_Moabit,Neighbourhood_Neukölln,Neighbourhood_Pankow,Neighbourhood_Prenzlauer Berg,Neighbourhood_Schöneberg,Neighbourhood_Tempelhof,Neighbourhood_Wedding,Accommodates,Bathrooms,Bedrooms,Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Room Type_Private
959,2.0,0,0,0,1,0,0,0,0,0,0,0,2,20.0,2.0,70.0,750.0,40.0,2,0,140,167,127,12,1
966,0.0,0,0,0,0,0,0,0,0,0,0,1,2,20.0,0.0,95.0,200.0,25.0,1,0,7,21,0,1,1
967,0.0,0,0,0,0,0,0,0,0,0,0,1,3,10.0,0.0,80.0,100.0,25.0,1,0,2,3,0,1,1
977,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,30.0,90.0,20.0,1,10,4,1125,5,4,1
981,0.0,0,0,0,0,0,0,0,0,0,1,0,2,20.0,1.0,20.0,250.0,10.0,1,12,1,1125,0,12,1
982,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,45.0,250.0,30.0,1,5,60,1125,239,19,1
985,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,28.0,200.0,10.0,1,0,10,30,0,1,1
986,1.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,70.0,300.0,30.0,1,10,5,12,0,8,1
987,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,59.0,150.0,25.0,1,0,1,1125,0,5,1
991,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,30.0,150.0,13.0,1,0,3,13,23,4,1
1000,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,150.0,25.0,2,15,2,1125,319,38,1
1002,0.0,0,1,0,0,0,0,0,0,0,0,0,2,20.0,1.0,80.0,200.0,30.0,1,0,2,1125,154,1,1
1006,2.0,0,1,0,0,0,0,0,0,0,0,0,4,15.0,2.0,86.0,300.0,50.0,3,0,14,20,0,2,1
1007,2.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,1.0,50.0,200.0,49.0,2,11,4,365,22,35,1
1009,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,100.0,200.0,40.0,1,0,4,1125,360,1,1
1011,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,35.0,150.0,15.0,1,15,1,4,359,57,1
1015,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,40.0,150.0,20.0,2,20,1,3,0,4,1
1019,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,79.0,400.0,40.0,1,0,4,14,12,2,1
1021,1.0,0,1,0,0,0,0,0,0,0,0,0,6,15.0,3.0,140.0,250.0,30.0,1,0,3,20,23,1,1
1022,0.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,1.0,85.0,100.0,25.0,2,10,1,1125,11,12,1
1030,2.0,0,1,0,0,0,0,0,0,0,0,0,4,10.0,2.0,60.0,150.0,40.0,1,20,4,365,275,131,1
1033,2.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,1.0,110.0,100.0,25.0,2,20,2,1125,156,1,1
1043,2.0,0,1,0,0,0,0,0,0,0,0,0,7,10.0,2.0,70.0,300.0,40.0,2,10,2,1125,0,1,1
1048,1.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,2.0,54.0,100.0,29.0,3,12,1,1125,235,88,1
1053,0.0,0,1,0,0,0,0,0,0,0,0,0,3,10.0,3.0,48.0,100.0,30.0,1,0,5,31,0,1,1
1055,2.0,0,1,0,0,0,0,0,0,0,0,0,8,10.0,1.0,50.0,500.0,70.0,4,25,3,1125,277,18,1
1057,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,80.0,500.0,10.0,1,0,2,1125,83,0,1
1061,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,80.0,350.0,45.0,2,20,5,21,343,1,1
1064,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,34.0,100.0,20.0,1,10,1,21,356,0,1
1065,1.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,95.0,150.0,15.0,2,25,2,1125,102,12,1
1076,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,40.0,300.0,30.0,1,20,7,31,0,21,1
1080,2.0,0,0,0,0,0,0,0,0,0,0,0,7,20.0,3.0,399.0,399.0,80.0,3,69,2,1125,363,9,1
1090,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,70.0,200.0,15.0,1,0,1,1125,0,0,1
1095,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,65.0,400.0,40.0,2,10,4,120,314,13,1
1096,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,150.0,500.0,40.0,1,10,2,12,13,0,1
1097,2.0,0,0,0,1,0,0,0,0,0,0,0,9,10.0,2.0,70.0,200.0,60.0,4,30,3,1125,294,23,1
1102,2.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,119.0,250.0,25.0,1,0,4,1125,0,0,1
1103,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,55.0,150.0,40.0,2,10,14,30,0,18,1
1110,1.0,0,0,1,0,0,0,0,0,0,0,0,4,15.0,2.0,96.0,160.0,75.0,1,0,1,1125,0,0,1
1112,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,66.0,300.0,20.0,2,10,3,21,17,0,1
1119,2.0,0,0,0,1,0,0,0,0,0,0,0,3,15.0,1.0,125.0,300.0,60.0,2,40,28,120,297,26,1
1121,1.0,0,0,0,1,0,0,0,0,0,0,0,7,10.0,2.0,140.0,200.0,50.0,4,25,2,1125,193,8,1
1157,2.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,35.0,250.0,18.0,1,17,2,1125,79,16,1
1165,2.0,0,0,1,0,0,0,0,0,0,0,0,6,20.0,3.0,296.0,500.0,88.0,4,59,1,1125,56,6,1
1167,0.0,0,0,1,0,0,0,0,0,0,0,0,1,15.0,1.0,49.0,100.0,30.0,1,10,2,1125,0,3,1
1177,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,56.0,500.0,30.0,2,0,2,365,1,33,1
1178,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,60.0,500.0,50.0,1,8,17,1125,63,13,1
1183,0.0,0,1,0,0,0,0,0,0,0,0,0,6,10.0,2.0,35.0,150.0,20.0,1,11,2,60,71,1,1
1187,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,80.0,250.0,10.0,1,20,10,1125,337,1,1
1189,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,52.0,100.0,36.0,2,0,5,1125,0,2,1
1190,1.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,37.0,150.0,15.0,1,5,3,1125,361,0,1
1191,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,500.0,30.0,2,0,1,1125,0,0,1
1193,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,3.0,90.0,300.0,40.0,4,15,4,31,5,20,1
1199,2.0,0,0,0,1,0,0,0,0,0,0,0,5,10.0,2.0,60.0,200.0,50.0,1,12,4,360,6,104,1
1203,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,65.0,150.0,30.0,1,0,5,160,249,8,1
1204,1.0,0,0,0,1,0,0,0,0,0,0,0,2,15.0,1.0,63.0,400.0,40.0,2,0,7,60,137,27,1
1206,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,80.0,300.0,30.0,2,20,3,1125,307,14,1
1211,1.0,0,0,0,1,0,0,0,0,0,0,0,4,10.0,2.0,121.0,500.0,50.0,5,0,4,60,0,13,1
1219,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,60.0,100.0,50.0,1,0,4,1125,0,6,1
1227,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,1.0,110.0,750.0,35.0,2,35,3,1125,354,7,1
1229,2.0,0,0,0,1,0,0,0,0,0,0,0,6,10.0,1.0,84.0,100.0,35.0,2,24,2,365,258,120,1
1232,2.0,0,0,0,1,0,0,0,0,0,0,0,3,15.0,2.0,140.0,200.0,20.0,1,10,5,1125,360,13,1
1233,2.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,0.0,45.0,800.0,25.0,1,11,24,1125,20,2,1
1238,0.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,40.0,100.0,20.0,1,0,2,365,326,1,1
1239,1.0,0,0,0,1,0,0,0,0,0,0,0,2,10.0,1.0,43.0,150.0,15.0,1,0,5,14,364,0,1
1241,2.0,0,0,0,1,0,0,0,0,0,0,0,3,10.0,2.0,99.0,200.0,60.0,2,30,2,20,329,58,1
1243,2.0,0,0,0,0,1,0,0,0,0,0,0,5,10.0,1.0,157.0,500.0,80.0,4,45,1,365,306,11,1
1244,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,35.0,150.0,15.0,1,15,2,30,95,3,1
1248,1.0,0,0,0,0,1,0,0,0,0,0,0,2,10.0,1.0,27.0,150.0,9.0,1,6,6,1125,96,10,1
1250,2.0,0,0,0,0,1,0,0,0,0,0,0,9,20.0,4.0,159.0,300.0,139.0,5,25,3,1125,219,144,1
1269,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,400.0,40.0,1,0,30,34,0,0,1
1274,2.0,0,0,1,0,0,0,0,0,0,0,0,6,20.0,3.0,200.0,100.0,86.0,3,38,2,1125,38,72,1
1277,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,40.0,200.0,10.0,1,15,2,15,278,34,1
1282,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,54.0,260.0,40.0,1,0,7,25,275,18,1
1286,0.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,95.0,500.0,150.0,1,0,4,21,0,2,1
1297,2.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,85.0,500.0,25.0,1,0,7,30,33,0,1
1298,0.0,0,1,0,0,0,0,0,0,0,0,0,2,10.0,1.0,37.0,200.0,20.0,1,0,6,1125,0,4,1
1316,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,60.0,200.0,60.0,2,15,5,1125,316,45,1
1317,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,60.0,300.0,20.0,1,0,1,2,248,1,1
1342,1.0,0,0,0,0,0,0,1,0,0,0,0,4,10.0,1.0,60.0,400.0,20.0,1,10,4,1125,158,1,1
1344,1.0,0,0,0,0,0,0,1,0,0,0,0,1,10.0,1.0,17.0,700.0,50.0,1,0,2,365,283,0,1
1353,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,60.0,100.0,60.0,1,0,3,29,0,3,1
1358,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,95.0,100.0,35.0,2,12,1,45,239,231,1
1360,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,59.0,100.0,55.0,2,35,3,21,167,137,1
1362,2.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,110.0,250.0,45.0,1,10,1,1125,282,110,1
1363,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,55.0,250.0,30.0,1,25,1,20,218,36,1
1369,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,2.0,60.0,350.0,30.0,4,30,7,25,0,2,1
1374,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,100.0,400.0,25.0,1,0,2,1125,0,2,1
1375,2.0,0,0,0,0,0,0,0,1,0,0,0,2,15.0,1.0,35.0,200.0,20.0,2,0,2,4,139,13,1
1380,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,2.0,70.0,150.0,25.0,1,25,2,1125,360,14,1
1383,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,29.0,0.0,5.0,1,12,1,1125,248,0,1
1390,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,85.0,200.0,40.0,1,30,2,1125,0,3,1
1391,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,50.0,250.0,30.0,2,20,3,60,0,7,1
1394,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,95.0,500.0,40.0,1,0,3,45,6,25,1
1395,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,79.0,200.0,60.0,1,25,2,1125,86,38,1
1396,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,85.0,100.0,32.0,1,0,4,12,0,0,1
1407,0.0,0,0,0,0,0,0,0,1,0,0,0,6,20.0,3.0,149.0,200.0,50.0,1,0,1,1125,13,0,1
1414,2.0,0,0,0,0,0,0,0,1,0,0,0,5,20.0,2.0,200.0,400.0,80.0,4,35,1,1125,358,15,1
1418,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,89.0,100.0,15.0,2,95,3,1125,111,5,1
1419,2.0,1,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,38.0,950.0,40.0,2,8,60,365,333,0,1
1421,0.0,1,0,0,0,0,0,0,0,0,0,0,2,5.0,1.0,49.0,80.0,20.0,1,15,5,1125,226,17,1
1422,0.0,1,0,0,0,0,0,0,0,0,0,0,4,10.0,1.0,35.0,250.0,25.0,2,20,3,1125,0,10,1
1438,3.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,2.0,85.0,150.0,20.0,2,10,55,1125,249,64,1
1442,1.0,0,0,0,0,0,0,0,0,0,0,0,4,10.0,2.0,49.0,100.0,25.0,1,15,2,1125,291,41,1
1478,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,34.0,100.0,20.0,2,0,5,90,277,14,1
1481,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,20.0,100.0,10.0,1,10,1,1125,332,1,1
1482,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,40.0,300.0,30.0,1,0,3,1125,0,3,1
1487,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,110.0,150.0,30.0,1,0,2,30,0,4,1
1490,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,30.0,150.0,10.0,1,25,1,6,37,5,1
1506,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,45.0,200.0,20.0,1,15,2,1125,0,8,1
1510,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,40.0,150.0,30.0,1,25,1,1125,0,1,1
1517,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,24.0,250.0,9.0,1,5,2,1125,66,1,1
1527,0.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,39.0,100.0,29.0,2,12,2,1125,50,34,1
1532,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,200.0,25.0,2,5,1,1125,0,0,1
1533,0.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,35.0,200.0,25.0,1,10,1,1125,0,0,1
1534,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,52.0,70.0,15.0,1,8,3,31,39,36,1
1536,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,50.0,100.0,20.0,1,10,2,1125,286,30,1
1539,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,25.0,100.0,8.0,1,5,2,1125,0,5,1
1542,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,55.0,600.0,35.0,1,0,5,1125,0,1,1
1553,1.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,35.0,100.0,15.0,1,10,6,1125,0,4,1
1558,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,36.0,450.0,30.0,1,0,20,200,10,2,1
1564,1.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,84.0,500.0,20.0,2,10,5,32,127,9,1
1565,0.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,140.0,300.0,0.0,1,30,3,1125,360,0,1
1571,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,0.0,82.0,150.0,50.0,1,0,3,1125,66,4,1
1590,2.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0.0,24.0,300.0,30.0,1,15,14,1125,143,0,1
1594,0.0,0,0,1,0,0,0,0,0,0,0,0,3,20.0,2.0,67.0,600.0,85.0,1,0,14,1125,0,0,1
1601,0.0,0,0,1,0,0,0,0,0,0,0,0,2,20.0,1.0,27.0,200.0,25.0,1,20,1,1125,311,2,1
1603,2.0,0,0,1,0,0,0,0,0,0,0,0,1,5.0,1.0,26.0,150.0,19.0,1,21,3,1125,72,2,0
1606,2.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,90.0,250.0,40.0,2,20,2,30,219,73,1
1608,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,100.0,200.0,40.0,6,0,5,10,308,3,1
1612,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,140.0,300.0,0.0,2,30,3,1125,358,0,1
1615,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,45.0,100.0,20.0,1,20,2,14,31,1,1
1617,1.0,0,0,1,0,0,0,0,0,0,0,0,3,10.0,1.0,50.0,150.0,15.0,1,10,2,1125,0,0,1
1618,0.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,140.0,300.0,0.0,1,0,3,1125,359,0,1
1619,0.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,2.0,140.0,300.0,0.0,2,30,3,1125,359,0,1
1621,1.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,50.0,100.0,25.0,1,0,1,10,63,12,1
1630,1.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,1.0,40.0,100.0,15.0,1,8,2,300,112,102,1
1637,0.0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,1.0,20.0,300.0,10.0,1,0,3,1125,331,0,1
1638,0.0,0,0,1,0,0,0,0,0,0,0,0,4,10.0,0.0,68.0,100.0,30.0,2,10,1,1125,0,7,1
1643,2.0,0,0,1,0,0,0,0,0,0,0,0,2,10.0,1.0,80.0,300.0,50.0,1,10,5,30,246,15,1
1646,2.0,0,0,0,0,0,0,0,0,0,0,1,6,10.0,2.0,110.0,350.0,85.0,1,15,6,21,0,1,1
1648,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,1.0,65.0,90.0,5.0,1,20,2,7,0,0,1
1651,1.0,0,0,0,0,0,0,0,0,0,0,1,2,10.0,0.0,45.0,250.0,30.0,2,15,1,1125,0,3,1
1669,1.0,0,0,0,0,0,0,0,1,0,0,0,4,10.0,1.0,110.0,200.0,30.0,1,0,3,1125,0,2,1
1674,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,2.0,60.0,500.0,60.0,1,0,14,28,0,0,1
1676,2.0,1,0,0,0,0,0,0,0,0,0,0,5,10.0,0.0,37.0,100.0,15.0,1,25,1,1125,175,0,1
1683,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,70.0,200.0,30.0,1,20,7,30,351,13,1
1684,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,32.0,200.0,25.0,1,10,10,30,95,2,1
1685,0.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,35.0,100.0,15.0,1,10,2,40,0,2,1
1688,1.0,0,0,0,0,0,0,0,1,0,0,0,6,10.0,3.0,75.0,300.0,30.0,1,35,2,60,97,11,1
1696,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,46.0,69.0,12.0,1,5,1,45,273,277,1
1701,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,90.0,350.0,40.0,1,10,1,80,254,67,1
1706,2.0,0,0,0,0,0,0,0,1,0,0,0,3,10.0,1.0,150.0,500.0,100.0,1,0,5,180,74,4,1
1712,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,75.0,100.0,40.0,1,7,5,60,43,14,1
1720,2.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,99.0,100.0,35.0,1,0,3,22,16,24,1
1733,2.0,0,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,75.0,150.0,30.0,2,25,2,1125,83,58,1
1736,2.0,0,0,0,0,0,0,0,0,0,0,0,3,10.0,1.0,59.0,250.0,30.0,2,19,2,1825,202,20,1
1740,1.0,0,0,0,0,0,0,0,0,0,0,0,6,10.0,2.0,135.0,200.0,50.0,4,25,2,1125,102,1,1
1741,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,59.0,200.0,35.0,1,0,2,1125,280,78,1
1742,0.0,0,0,0,0,0,0,0,1,0,0,0,5,20.0,4.0,90.0,200.0,65.0,5,20,7,14,0,1,1
1755,0.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,37.0,150.0,15.0,1,8,6,30,87,2,1
1757,0.0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0.0,30.0,600.0,50.0,1,0,15,30,126,0,1
1758,1.0,1,0,0,0,0,0,0,0,0,0,0,2,10.0,1.0,20.0,250.0,50.0,1,0,20,1125,0,0,1
1770,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,55.0,300.0,50.0,1,0,1,1125,0,0,1
1775,2.0,0,0,0,0,0,0,1,0,0,0,0,3,10.0,1.0,22.0,150.0,20.0,1,18,1,62,342,2,1
1776,2.0,0,0,0,0,0,0,1,0,0,0,0,3,10.0,1.0,45.0,250.0,20.0,2,20,4,28,142,3,1
1779,0.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,50.0,150.0,30.0,1,0,1,1125,145,0,1
1786,2.0,0,0,0,0,0,0,1,0,0,0,0,4,10.0,1.0,50.0,100.0,25.0,1,15,2,1125,60,5,1
1788,0.0,0,0,0,0,0,0,1,0,0,0,0,3,10.0,1.0,75.0,85.0,10.0,1,15,2,14,315,5,1
1791,2.0,0,0,0,0,0,0,1,0,0,0,0,2,10.0,1.0,39.0,120.0,15.0,1,0,4,31,92,8,1
1793,1.0,0,0,0,0,0,0,0,1,0,0,0,2,10.0,1.0,45.0,200.0,15.0,1,0,3,7,139,0,1
1801,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,69.0,250.0,34.0,1,19,4,62,24,13,1
1804,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,2.0,55.0,350.0,50.0,2,5,4,21,0,3,1
1805,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,78.0,100.0,20.0,2,10,3,1125,0,4,1
1808,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,44.0,100.0,25.0,2,20,3,21,12,4,1
1827,2.0,0,0,0,0,0,1,0,0,0,0,0,2,15.0,1.0,36.0,350.0,15.0,1,10,2,1125,35,3,1
1828,2.0,0,0,0,1,0,0,0,0,0,0,0,6,10.0,1.0,40.0,100.0,20.0,2,12,1,1125,287,132,1
1830,0.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,48.0,150.0,20.0,1,10,5,5,0,0,1
1832,1.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,43.0,100.0,10.0,1,0,3,1125,0,2,1
1833,1.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,1.0,25.0,200.0,10.0,1,5,2,1125,0,1,1
1835,0.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,1.0,45.0,200.0,15.0,2,15,2,1125,0,3,1
1836,2.0,0,0,0,0,0,1,0,0,0,0,0,1,10.0,1.0,18.0,200.0,10.0,1,0,1,3,38,0,1
1840,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,80.0,200.0,45.0,1,0,2,1125,28,1,1
1841,2.0,0,0,0,0,0,1,0,0,0,0,0,6,10.0,1.0,40.0,500.0,40.0,2,15,60,365,219,88,1
1845,1.0,0,0,0,0,0,1,0,0,0,0,0,16,40.0,10.0,369.0,100.0,40.0,10,30,1,1125,261,102,1
1847,2.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,0.0,40.0,200.0,20.0,1,0,3,1125,0,9,1
1849,1.0,0,0,0,0,0,1,0,0,0,0,0,2,10.0,1.0,55.0,195.0,20.0,1,0,2,30,15,26,1
1850,2.0,0,0,0,0,0,1,0,0,0,0,0,4,10.0,2.0,65.0,300.0,30.0,3,10,4,30,127,16,1
1855,0.0,0,0,0,0,0,1,0,0,0,0,0,3,10.0,0.0,75.0,100.0,20.0,1,15,1,21,0,2,1
1881,2.0,0,0,0,1,0,0,0,0,0,0,0,6,10.0,2.0,110.0,200.0,85.0,2,15,2,1125,294,12,1
1883,0.0,0,0,0,1,0,0,0,0,0,0,0,2,15.0,1.0,45.0,200.0,15.0,1,0,2,1125,0,4,1
1887,0.0,0,0,0,0,0,0,0,0,0,0,1,1,10.0,1.0,20.0,85.0,5.0,1,0,2,5,0,2,1
1908,1.0,0,0,0,0,0,0,0,0,1,0,0,8,10.0,2.0,110.0,150.0,70.0,1,9,3,1125,281,5,1
1909,0.0,0,0,0,0,0,0,0,0,1,0,0,2,15.0,1.0,30.0,100.0,10.0,1,10,6,1125,249,13,1
1910,2.0,0,0,0,0,0,0,0,0,1,0,0,4,15.0,1.0,55.0,500.0,50.0,1,0,25,1125,266,1,1
1911,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,40.0,300.0,30.0,1,10,3,1125,308,117,1
1913,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,85.0,150.0,50.0,1,10,3,30,274,31,1
1916,2.0,0,0,0,0,0,0,0,0,1,0,0,3,10.0,1.0,55.0,150.0,20.0,2,15,1,1125,3,7,1
1920,0.0,0,0,0,0,0,0,0,0,1,0,0,2,15.0,1.0,30.0,100.0,10.0,1,10,7,1125,35,9,1
1921,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,26.0,120.0,15.0,1,17,1,3,83,18,1
1923,0.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,45.0,200.0,50.0,1,10,1,1125,0,0,1
1925,2.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,3.0,200.0,300.0,85.0,1,25,2,14,173,2,1
1928,1.0,0,0,0,0,0,0,0,0,0,1,0,1,10.0,1.0,23.0,100.0,20.0,1,12,4,30,7,2,1
1930,1.0,0,0,0,0,0,0,0,0,0,1,0,3,10.0,1.0,80.0,100.0,20.0,1,0,1,1125,20,1,1
1931,0.0,0,0,0,0,0,0,0,0,1,0,0,4,20.0,2.0,109.0,300.0,45.0,2,20,2,1125,79,92,1
1932,1.0,0,0,0,0,0,0,0,0,1,0,0,4,10.0,2.0,50.0,150.0,35.0,2,15,7,18,0,1,1
1935,2.0,0,0,0,0,0,0,0,0,1,0,0,2,10.0,1.0,35.0,100.0,7.0,1,20,1,1125,326,132,1
1936,2.0,0,0,0,0,0,0,0,0,1,0,0,1,10.0,1.0,39.0,200.0,20.0,1,0,1,1125,365,7,1
1937,1.0,0,0,0,0,0,0,0,0,1,0,0,6,20.0,3.0,120.0,500.0,50.0,4,10,7,1125,0,2,1
