,Neighbourhood,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Cancellation Policy
6842,Tempelhof,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,32.0,1,0,1,1125,8,38,strict
6844,Friedrichshain,Apartment,Entire home/apt,4,1.5,2.0,3.0,Real Bed,101.0,1,0,2,28,249,6,moderate
6845,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,5,6,1125,0,2,flexible
6848,Friedrichshain,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,189.0,5,15,2,1125,165,8,moderate
6849,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,1,0,5,1125,0,0,flexible
6852,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,21.0,1,10,2,300,228,11,strict
6854,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,30.0,2,0,92,1125,311,18,strict
6856,Friedrichshain,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,30.0,1,0,2,5,0,2,flexible
6857,Friedrichshain,Apartment,Entire home/apt,5,1.5,2.0,4.0,Real Bed,145.0,1,0,7,1125,0,0,moderate
6858,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,15,3,21,128,2,moderate
6859,Charlottenburg,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,25.0,1,0,2,1125,29,7,strict
6860,Charlottenburg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Airbed,200.0,2,0,1,1125,0,1,flexible
6861,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,68.0,1,0,2,9,48,1,flexible
6862,Charlottenburg,Apartment,Entire home/apt,6,1.0,0.0,3.0,Pull-out Sofa,35.0,3,5,14,1125,337,26,strict
6863,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80.0,1,20,1,7,65,0,flexible
6864,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,0,3,1125,156,1,flexible
6866,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,10,2,1125,127,7,flexible
6868,Friedrichshain,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,160.0,4,30,2,30,125,3,flexible
6869,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0,4,1125,0,3,strict
6871,Friedrichshain,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,95.0,4,25,3,1125,0,5,moderate
6872,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,85.0,1,0,2,4,69,0,flexible
6874,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,0,0,flexible
6875,Schöneberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,44.0,1,15,3,99,344,4,strict
6876,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,10,3,1125,0,0,flexible
6877,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,10,2,30,349,1,moderate
6878,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,45.0,1,0,3,1125,0,4,strict
6879,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,1,0,2,14,37,2,moderate
6880,Schöneberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,75.0,1,15,3,1125,14,7,moderate
6881,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,2.0,Pull-out Sofa,50.0,2,27,1,30,14,28,strict
6882,Schöneberg,Bed & Breakfast,Private room,2,2.0,1.0,2.0,Real Bed,45.0,1,10,2,1125,362,3,moderate
6883,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,55.0,1,0,2,25,126,3,strict
6884,Schöneberg,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,75.0,2,20,2,1125,0,16,moderate
6885,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,40,3,10,154,10,moderate
6886,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,1,0,2,5,0,0,flexible
6887,Schöneberg,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,40.0,2,6,90,365,286,19,moderate
6888,Schöneberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,64.0,1,18,2,180,310,133,moderate
6889,Schöneberg,Apartment,Entire home/apt,4,1.5,2.0,3.0,Real Bed,55.0,1,0,59,1125,218,0,moderate
6891,Mitte,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,47.0,1,0,1,1125,128,14,strict
6892,Mitte,Other,Private room,3,2.0,1.0,2.0,Real Bed,50.0,2,20,2,22,1,12,flexible
6893,Mitte,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,120.0,2,25,4,6,0,2,strict
6894,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,2,25,2,8,135,11,strict
6895,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,10,3,23,182,23,moderate
6896,Mitte,Hostel,Shared room,6,1.0,1.0,6.0,Real Bed,22.0,1,29,1,14,346,20,strict
6897,Mitte,Apartment,Entire home/apt,3,1.0,2.0,2.0,Futon,60.0,2,20,2,14,0,2,flexible
6898,Mitte,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,95.0,2,20,3,1125,228,20,moderate
6899,Mitte,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,114.0,1,19,1,3,0,4,flexible
6900,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,4,1125,0,2,strict
6901,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,15,6,12,0,4,strict
6902,Mitte,Apartment,Private room,2,0.5,1.0,1.0,Real Bed,33.0,1,20,2,30,51,51,flexible
6903,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,5,1125,132,9,moderate
6905,Mitte,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,50.0,2,20,2,1125,0,2,flexible
6926,Mitte,Apartment,Entire home/apt,6,2.0,3.0,4.0,Real Bed,595.0,4,50,1,1125,328,17,strict
6927,Mitte,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,45.0,1,0,1,5,0,2,moderate
6928,Mitte,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,69.0,1,15,3,21,38,6,moderate
6929,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,0,2,1125,228,68,moderate
6930,Mitte,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,170.0,1,0,3,100,78,16,flexible
6931,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,90.0,1,0,3,180,176,2,strict
6932,Mitte,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,92.0,1,0,3,10,0,2,flexible
6933,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,42.0,1,10,1,30,107,333,flexible
6934,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,59.0,2,20,3,1125,44,31,moderate
6935,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,69.0,2,0,1,1125,0,0,flexible
6961,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,45.0,1,0,1,1125,0,0,flexible
6963,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,60.0,1,0,7,10,141,3,strict
6965,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,10,2,1125,1,9,flexible
6967,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,75.0,1,0,7,1125,36,0,flexible
6970,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,40.0,1,0,1,1125,0,1,flexible
6971,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,10,7,365,281,25,strict
6972,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,0,5,1125,17,3,flexible
6973,Kreuzberg,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,26.0,1,0,1,1125,0,0,flexible
6974,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,60.0,1,20,1,1125,365,0,flexible
6975,Kreuzberg,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,70.0,1,0,2,1125,0,0,flexible
6977,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,5,7,34,0,flexible
6978,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,1,1125,3,0,flexible
6982,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,53.0,1,10,4,1125,341,25,strict
6984,Kreuzberg,Apartment,Entire home/apt,5,1.5,3.0,3.0,Real Bed,70.0,2,7,1,1125,121,3,flexible
6985,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0,1,1125,0,0,flexible
6986,Kreuzberg,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,30.0,1,6,1,1125,0,8,moderate
6987,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,48.0,2,15,60,1125,318,3,strict
6988,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,41.0,1,0,6,1125,0,12,flexible
6990,Kreuzberg,House,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,20,4,1125,0,2,moderate
6993,Kreuzberg,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,50.0,1,10,1,1,359,15,flexible
7005,Kreuzberg,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,35.0,1,20,1,1125,282,1,flexible
7006,Kreuzberg,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,31.0,1,0,1,1125,5,5,flexible
7008,Kreuzberg,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,64.0,1,0,5,20,0,1,moderate
7017,Charlottenburg,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,22.0,1,12,1,1125,45,60,flexible
7018,Pankow,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,80.0,1,0,1,1125,0,3,flexible
7019,Pankow,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,60.0,1,0,1,1125,136,3,flexible
7020,Pankow,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,39.0,1,20,1,1125,364,0,flexible
7021,Pankow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,31.0,1,0,1,1125,0,6,strict
7022,Pankow,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,22.0,1,10,2,1125,95,53,flexible
7023,Pankow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,0,2,1125,336,1,flexible
7024,Pankow,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,80.0,1,0,3,1125,3,2,flexible
7055,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,64.0,1,0,1,1125,365,0,flexible
7056,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,53.0,1,10,3,25,0,5,strict
7058,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,61.0,2,10,1,16,0,31,strict
7059,Kreuzberg,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,50.0,1,15,1,30,346,2,flexible
7060,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,0,2,5,0,0,flexible
7061,Kreuzberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,31.0,1,0,2,5,0,3,flexible
7062,Kreuzberg,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,109.0,2,15,4,1125,8,11,moderate
7063,Kreuzberg,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,75.0,1,0,7,14,0,0,moderate
7065,Kreuzberg,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,34.0,1,15,3,60,70,34,strict
7066,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,55.0,1,29,3,1125,231,0,strict
7067,Kreuzberg,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,72.0,1,5,3,1125,0,21,moderate
7068,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,40.0,1,0,1,1125,0,5,moderate
7070,Kreuzberg,Apartment,Private room,8,1.0,1.0,4.0,Real Bed,110.0,1,20,1,1125,341,36,moderate
7071,Kreuzberg,Loft,Private room,4,1.0,1.0,2.0,Real Bed,50.0,2,15,3,1125,0,0,strict
7072,Kreuzberg,Apartment,Entire home/apt,3,1.5,2.0,4.0,Real Bed,140.0,2,0,10,1125,22,14,strict
7075,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,30.0,1,0,1,14,0,1,flexible
7076,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,1,1125,0,0,flexible
7078,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,1,10,4,80,58,40,moderate
7079,Kreuzberg,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,55.0,1,0,3,1125,0,4,moderate
7081,Kreuzberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,35.0,1,8,1,8,361,1,flexible
7082,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,49.0,1,0,3,31,63,156,strict
7083,Friedrichshain,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,25.0,1,0,1,1125,341,1,flexible
7085,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,58.0,1,20,1,7,363,0,strict
7087,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,5,1125,0,0,moderate
7088,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,2,0,2,1125,1,20,moderate
7089,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,3,1125,26,1,strict
7090,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,1,1125,0,1,flexible
7091,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,1,0,1,1125,0,0,strict
7175,Charlottenburg,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,50.0,1,5,3,1125,39,3,strict
7176,Charlottenburg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,25.0,1,0,7,180,141,2,flexible
7179,Lichtenberg,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,69.0,1,0,3,1125,243,6,flexible
7180,Lichtenberg,House,Private room,1,1.0,1.0,1.0,Real Bed,44.0,2,16,1,1125,249,0,flexible
7181,Lichtenberg,Apartment,Private room,1,1.0,1.0,1.0,Pull-out Sofa,43.0,1,0,1,1125,0,0,flexible
7182,Lichtenberg,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,21.0,1,10,2,1125,10,10,moderate
7183,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,10,1,1125,12,1,flexible
7184,Lichtenberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,22.0,1,0,2,1125,0,2,flexible
7187,Lichtenberg,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,29.0,1,0,1,20,357,20,flexible
7189,Neukölln,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,40.0,1,0,1,1125,0,1,flexible
7190,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,30.0,1,10,2,100,233,1,strict
7191,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,38.0,1,0,2,1125,0,2,moderate
7193,Neukölln,Condominium,Entire home/apt,3,1.0,1.0,2.0,Real Bed,45.0,1,0,3,1125,0,2,strict
7196,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,2,20,3,60,14,35,strict
7197,Neukölln,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,49.0,2,8,1,1125,0,2,flexible
7198,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,15,1,1125,320,2,flexible
7199,Neukölln,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,20.0,1,0,3,1125,0,1,flexible
7200,Neukölln,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,75.0,2,5,1,1125,175,4,flexible
7201,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,42.0,1,0,4,1125,0,0,strict
7204,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,2,0,1,1125,0,0,moderate
7205,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,23.0,1,10,3,30,118,9,moderate
7206,Neukölln,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,55.0,1,0,6,14,0,0,flexible
7207,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,99.0,2,10,4,1125,289,54,moderate
7208,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,80.0,1,0,2,1125,96,14,strict
7210,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,30.0,1,0,2,1125,7,33,flexible
7218,Charlottenburg,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,99.0,4,10,60,1125,256,7,strict
7219,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,69.0,3,10,60,1125,220,11,strict
7220,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,43.0,1,0,3,10,36,9,strict
7221,Charlottenburg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,39.0,1,10,1,1125,10,36,flexible
7222,Charlottenburg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,79.0,1,0,3,1125,41,0,strict
7223,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,50.0,1,20,1,1125,116,2,flexible
7224,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,31.0,2,15,5,1125,27,57,strict
7229,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,1,1125,0,2,flexible
7231,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,9,2,1125,0,1,flexible
7232,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,2,10,3,7,18,0,moderate
7234,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,6,3,1125,41,16,strict
7238,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,46.0,1,15,1,15,56,26,moderate
7239,Neukölln,Apartment,Private room,3,1.0,1.0,1.0,Futon,34.0,1,0,2,5,19,30,flexible
7240,Neukölln,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,35.0,1,0,3,14,14,1,moderate
7242,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,55.0,2,10,1,1125,0,2,moderate
7244,Mitte,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,40.0,1,0,14,90,0,0,flexible
7245,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,10,2,14,29,13,strict
7247,Mitte,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,89.0,1,17,1,180,280,116,flexible
7248,Mitte,Condominium,Private room,1,2.0,1.0,1.0,Real Bed,15.0,1,0,1,1125,0,0,flexible
7249,Mitte,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,89.0,2,15,2,1125,254,89,moderate
7250,Mitte,Apartment,Entire home/apt,4,2.0,2.0,4.0,Real Bed,150.0,1,0,4,21,99,21,moderate
7251,Mitte,Dorm,Shared room,8,1.0,1.0,8.0,Real Bed,21.0,1,23,1,14,305,12,strict
7252,Mitte,Hostel,Shared room,4,1.0,1.0,4.0,Real Bed,25.0,1,27,1,14,356,12,strict
7253,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0,1,1125,364,0,flexible
7254,Mitte,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,119.0,1,0,1,1125,282,2,strict
7255,Mitte,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,100.0,1,0,14,1125,87,0,flexible
7256,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,59.0,2,25,2,1125,36,21,moderate
7257,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,60.0,2,10,1,14,39,4,flexible
7259,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,10,3,1125,289,36,moderate
7262,Mitte,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,68.0,2,9,18,1125,260,58,strict
7264,Mitte,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,84.0,2,15,1,1125,293,117,moderate
7266,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,2,0,1,1125,3,30,flexible
7267,Mitte,Other,Private room,4,2.0,1.0,3.0,Real Bed,40.0,2,18,3,22,1,1,strict
7268,Mitte,Hostel,Private room,2,1.0,1.0,2.0,Real Bed,89.0,1,10,1,31,41,1,flexible
7270,Mitte,Apartment,Entire home/apt,4,1.0,2.0,4.0,Real Bed,104.0,1,15,3,1125,227,68,moderate
7272,Mitte,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,120.0,2,0,14,19,22,3,strict
7273,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,37.0,1,0,3,7,10,1,moderate
7275,Mitte,Other,Private room,5,2.0,1.0,4.0,Real Bed,50.0,2,15,2,8,1,20,strict
7276,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,2,10,0,4,flexible
7277,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,54.0,1,10,2,60,144,181,moderate
7278,Mitte,Apartment,Entire home/apt,2,1.0,2.0,2.0,Futon,40.0,1,0,10,40,0,2,flexible
7279,Mitte,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,60.0,1,0,3,7,0,0,moderate
7281,Mitte,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,35.0,2,8,7,1125,27,29,moderate
7283,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,140.0,1,40,3,7,35,5,strict
7284,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,85.0,1,0,3,6,0,2,flexible
7285,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75.0,1,0,2,1125,0,20,moderate
7286,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,67.0,2,0,3,28,0,42,flexible
7287,Mitte,Loft,Entire home/apt,4,1.0,1.0,2.0,Real Bed,118.0,2,20,1,150,295,80,moderate
7288,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,94.0,2,15,2,1125,284,57,moderate
7289,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,0,21,30,22,0,strict
7290,Mitte,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,129.0,2,45,1,1125,364,1,flexible
7291,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,0,14,21,0,1,flexible
7292,Mitte,Serviced apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,290.0,1,0,1,14,179,2,moderate
7293,Mitte,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,100.0,1,0,3,1125,288,1,strict
7299,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,30,60,0,0,strict
7300,Mitte,Apartment,Entire home/apt,5,1.5,1.0,2.0,Real Bed,115.0,2,25,2,1125,65,57,strict
7301,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,1,1125,0,2,strict
7302,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,40.0,1,10,3,9,0,1,strict
7303,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,100.0,1,0,2,1125,0,11,strict
7306,Friedrichshain,Apartment,Entire home/apt,5,1.0,1.0,2.0,Real Bed,115.0,2,12,2,60,32,22,strict
7307,Friedrichshain,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,110.0,2,30,60,90,365,9,moderate
7310,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,12,2,1125,4,2,flexible
7311,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,1,1125,0,1,moderate
7312,Friedrichshain,Apartment,Entire home/apt,5,1.0,3.0,3.0,Real Bed,110.0,1,0,3,31,190,3,moderate
7313,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,43.0,1,8,4,18,27,5,strict
7314,Kreuzberg,Loft,Private room,2,1.0,1.0,1.0,Real Bed,69.0,1,0,2,1125,356,63,strict
7315,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,129.0,2,20,2,1125,224,47,moderate
7316,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,6,1125,0,1,flexible
7317,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115.0,1,0,2,1125,0,1,moderate
7319,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,10,3,1125,220,12,moderate
7320,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,52.0,2,0,3,45,0,73,strict
7339,Wilmersdorf,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,27.0,1,5,2,10,84,3,flexible
7340,Kreuzberg,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79.0,1,0,7,1125,0,4,flexible
7341,Kreuzberg,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,1,14,85,1,flexible
7342,Kreuzberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,39.0,1,15,2,1125,76,12,moderate
7345,Kreuzberg,Loft,Entire home/apt,4,1.0,2.0,2.0,Real Bed,129.0,2,15,3,1125,236,49,moderate
7346,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,68.0,2,20,4,20,0,21,strict
7347,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,85.0,1,15,2,1125,0,2,moderate
7348,Mitte,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,10,1,1125,267,207,strict
7349,Mitte,Apartment,Entire home/apt,7,1.0,3.0,7.0,Real Bed,120.0,2,15,3,1125,266,59,strict
7350,Mitte,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,99.0,2,0,1,1125,299,37,flexible
7351,Mitte,Apartment,Entire home/apt,8,1.0,2.0,8.0,Real Bed,100.0,1,15,3,1125,290,28,strict
