,Neighbourhood,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Price,Guests Included,Extra People,Minimum Nights,Maximum Nights,Availability 365,Number of Reviews,Cancellation Policy
15859,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,1,1125,0,0,flexible
15860,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,60.0,1,0,3,12,337,3,strict
15861,Kreuzberg,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,60.0,1,10,2,40,0,6,moderate
15863,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,75.0,1,0,5,1125,189,20,moderate
15864,Kreuzberg,Serviced apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,69.0,1,10,2,1125,140,58,moderate
15866,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,30,1,28,355,8,flexible
15867,Kreuzberg,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,75.0,2,20,1,1125,0,18,moderate
15868,Kreuzberg,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,34.0,2,15,1,1125,0,13,flexible
15872,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,38.0,1,0,1,1125,0,6,flexible
15874,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,10,2,1125,0,3,strict
15875,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,10,2,1125,127,3,flexible
15876,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,10,2,1125,92,5,moderate
15878,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,10,2,1125,76,36,moderate
15879,Kreuzberg,Condominium,Entire home/apt,5,1.0,2.0,2.0,Real Bed,119.0,3,10,5,1125,127,10,strict
15880,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,51.0,1,0,6,31,17,2,flexible
15882,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,3,0,3,1125,0,1,flexible
15884,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,95.0,2,20,4,14,42,47,moderate
15885,Kreuzberg,Apartment,Private room,1,1.0,1.0,2.0,Real Bed,32.0,1,22,2,14,359,9,moderate
15886,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,15,4,14,127,0,moderate
15887,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80.0,1,0,4,14,1,10,strict
15888,Neukölln,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,29.0,1,8,3,1125,22,1,flexible
15889,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,29.0,1,0,3,1125,89,1,moderate
15890,Kreuzberg,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,55.0,2,20,1,1125,5,14,strict
15891,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,58.0,1,0,3,1125,0,2,strict
15892,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,33.0,1,10,3,1125,262,38,strict
15893,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,140.0,2,30,3,1125,348,1,flexible
15895,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,40.0,1,0,2,14,28,0,flexible
15896,Kreuzberg,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,15.0,1,0,1,1125,0,0,flexible
15899,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,24.0,1,0,2,28,72,1,flexible
15900,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,2,30,3,1125,0,3,moderate
15901,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,85.0,3,10,3,1125,0,2,moderate
15902,Kreuzberg,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,65.0,1,15,3,4,0,0,moderate
15903,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,0,1,7,36,20,flexible
15904,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,55.0,1,0,1,1125,195,30,moderate
15905,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,34.0,1,15,1,1125,334,72,moderate
15906,Kreuzberg,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,108.0,2,0,6,30,0,4,strict
15908,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,10,4,1125,0,7,moderate
15909,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,26.0,1,0,2,35,0,1,moderate
15910,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,32.0,1,0,2,1125,0,12,flexible
15913,Friedrichshain,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,1,2,0,0,flexible
15914,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,49.0,1,0,3,1125,86,18,strict
15915,Friedrichshain,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,69.0,1,0,3,1125,0,0,flexible
15919,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,60.0,1,0,3,4,86,10,moderate
15920,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,32.0,1,10,1,7,0,36,moderate
15921,Kreuzberg,Apartment,Private room,2,1.0,0.0,1.0,Real Bed,41.0,1,10,3,1125,353,3,moderate
15923,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,49.0,1,0,3,8,0,5,moderate
15924,Kreuzberg,Apartment,Entire home/apt,4,1.0,3.0,2.0,Real Bed,107.0,4,25,1,1125,0,18,moderate
15925,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,31.0,1,20,3,30,51,82,strict
15926,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,1.0,Pull-out Sofa,110.0,1,10,2,3,0,2,moderate
15927,Kreuzberg,Apartment,Private room,2,2.5,1.0,1.0,Real Bed,25.0,1,12,3,20,250,4,strict
15929,Kreuzberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,66.0,1,0,4,10,0,22,moderate
15930,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,20,1,28,51,23,moderate
15955,Charlottenburg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,1,0,2,1125,363,5,flexible
15970,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,34.0,1,10,6,90,37,40,moderate
16011,Charlottenburg,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,55.0,1,20,2,60,9,12,strict
16012,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,43.0,1,0,6,360,208,5,strict
16013,Charlottenburg,Apartment,Shared room,1,1.0,1.0,2.0,Real Bed,21.0,1,0,1,7,88,0,flexible
16014,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,120.0,1,0,7,1125,0,0,strict
16016,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,1,0,1,1125,0,0,flexible
16018,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90.0,1,0,3,1125,0,3,moderate
16019,Neukölln,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,50.0,1,0,2,1125,71,2,moderate
16020,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,69.0,2,20,2,1125,17,3,strict
16021,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,82.0,1,0,7,23,0,8,strict
16022,Neukölln,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,123.0,1,50,2,20,0,1,moderate
16023,Neukölln,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,65.0,2,15,2,7,0,5,flexible
16025,Neukölln,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,30.0,1,0,1,1125,0,4,flexible
16026,Neukölln,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,50.0,1,15,6,1125,319,7,flexible
16027,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,55.0,2,12,3,1125,361,17,strict
16028,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0,2,1125,6,2,moderate
16029,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,50.0,1,0,1,7,0,5,flexible
16030,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,10,2,1125,286,8,moderate
16031,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,43.0,1,0,6,1125,0,5,flexible
16032,Neukölln,Apartment,Entire home/apt,5,1.5,3.0,5.0,Real Bed,115.0,1,0,3,1125,0,1,flexible
16033,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,15,2,4,0,5,flexible
16034,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,34.0,1,20,2,11,347,5,moderate
16036,Neukölln,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,100.0,1,0,1,1125,0,0,flexible
16037,Köpenick,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,49.0,1,10,1,1125,326,9,strict
16038,Köpenick,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,5,2,1125,54,10,strict
16039,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,2,1125,0,5,strict
16040,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,11.0,1,0,1,1125,0,1,flexible
16042,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70.0,1,0,2,1125,0,3,moderate
16043,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,5,1,30,40,6,flexible
16044,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,22.0,1,0,2,1125,0,1,flexible
16045,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,23.0,1,5,2,1125,254,28,moderate
16046,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,19.0,1,0,1,1125,310,0,flexible
16047,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,2,1125,1,2,flexible
16048,Neukölln,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,100.0,1,20,3,140,318,22,strict
16049,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,10,3,1125,100,0,flexible
16050,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,32.0,1,10,7,14,0,0,flexible
16051,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,20.0,1,0,5,1125,0,1,strict
16052,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,0,1,1125,0,0,flexible
16053,Neukölln,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,59.0,2,15,1,1125,220,30,moderate
16055,Mitte,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,19.0,1,7,4,1125,0,4,moderate
16060,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,85.0,1,25,1,2,27,11,strict
16061,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,0,2,flexible
16063,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,18.0,1,0,1,1125,0,3,flexible
16064,Kreuzberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,60.0,1,0,1,1125,90,4,strict
16065,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,0,1,1125,6,3,flexible
16066,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,10,2,1125,0,6,flexible
16067,Kreuzberg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,65.0,1,10,1,1125,210,245,moderate
16068,Kreuzberg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,69.0,1,0,3,1125,20,3,moderate
16069,Kreuzberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,0,0,moderate
16070,Kreuzberg,Loft,Entire home/apt,4,2.0,1.0,3.0,Real Bed,90.0,2,10,10,360,243,50,moderate
16071,Kreuzberg,Apartment,Entire home/apt,4,1.5,2.0,4.0,Real Bed,75.0,1,0,8,1125,15,1,moderate
16072,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,39.0,1,0,2,1125,0,9,strict
16073,Kreuzberg,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,185.0,2,20,2,1125,29,2,moderate
16075,Kreuzberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,26.0,1,15,3,14,302,6,strict
16077,Charlottenburg,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,65.0,2,10,2,365,254,35,strict
16078,Charlottenburg,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,150.0,1,0,2,14,0,0,moderate
16080,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,70.0,1,0,30,730,281,3,strict
16081,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,55.0,1,0,2,4,3,5,moderate
16083,Wilmersdorf,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,38.0,1,0,91,365,12,4,strict
16084,Wilmersdorf,Apartment,Entire home/apt,3,1.0,0.0,3.0,Real Bed,49.0,2,20,2,30,88,9,strict
16086,Wilmersdorf,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,15.0,1,10,1,1125,28,16,flexible
16087,Wilmersdorf,Apartment,Entire home/apt,3,1.0,1.0,3.0,Real Bed,33.0,1,0,30,1125,188,1,strict
16088,Wilmersdorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,28.0,1,12,2,90,36,18,moderate
16089,Wilmersdorf,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,70.0,1,0,4,7,0,3,moderate
16090,Wilmersdorf,Apartment,Entire home/apt,6,1.5,2.0,3.0,Real Bed,75.0,3,20,2,1125,1,0,strict
16091,Wilmersdorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,41.0,1,0,1,5,95,6,flexible
16092,Steglitz,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,80.0,1,0,3,1125,14,0,flexible
16095,Steglitz,House,Private room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,7,1125,196,5,flexible
16100,Zehlendorf,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,70.0,1,0,5,5,0,0,flexible
16101,Zehlendorf,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,52.0,2,7,2,1125,0,1,flexible
16109,Schöneberg,Apartment,Entire home/apt,6,1.0,3.0,3.0,Real Bed,150.0,4,30,3,1125,0,10,moderate
16112,Treptow,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,8,2,5,32,19,moderate
16113,Treptow,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,25.0,1,0,4,6,85,1,flexible
16115,Treptow,Apartment,Entire home/apt,6,1.0,2.0,6.0,Real Bed,85.0,4,7,20,60,0,0,strict
16116,Treptow,Apartment,Entire home/apt,4,2.0,1.0,2.0,Real Bed,65.0,2,10,3,13,344,3,moderate
16129,Lichtenberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,44.0,1,0,14,1125,0,0,flexible
16130,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,30.0,1,0,2,1125,0,0,flexible
16131,Lichtenberg,House,Private room,2,1.0,1.0,1.0,Real Bed,28.0,2,15,1,30,9,3,flexible
16132,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,41.0,1,10,3,30,180,0,moderate
16133,Lichtenberg,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,45.0,1,10,1,1125,0,0,flexible
16134,Lichtenberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,25.0,1,0,80,90,0,1,strict
16136,Lichtenberg,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,70.0,2,15,2,1125,121,41,moderate
16141,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18.0,1,9,20,27,11,2,flexible
16142,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,39.0,1,0,3,5,22,219,moderate
16143,Neukölln,Apartment,Entire home/apt,2,0.0,0.0,1.0,Real Bed,55.0,1,0,1,1125,0,1,flexible
16144,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,58.0,2,10,1,1125,127,7,flexible
16148,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,25.0,1,0,1,1125,0,1,flexible
16149,Neukölln,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,60.0,1,0,2,1125,0,6,moderate
16152,Neukölln,Condominium,Private room,2,1.0,1.0,1.0,Pull-out Sofa,36.0,1,0,2,1125,337,1,flexible
16153,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Pull-out Sofa,60.0,1,0,3,1125,0,4,flexible
16154,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,2,14,0,1,flexible
16155,Neukölln,Apartment,Entire home/apt,5,2.0,3.0,3.0,Real Bed,59.0,2,15,5,1125,42,2,moderate
16156,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,40.0,1,0,5,1125,0,0,flexible
16157,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Futon,35.0,1,0,3,1125,132,4,strict
16158,Neukölln,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,80.0,1,0,4,1125,0,2,strict
16159,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119.0,1,0,2,1125,310,0,flexible
16160,Neukölln,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,110.0,2,0,1,1125,0,1,flexible
16170,Neukölln,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,30,360,42,67,strict
16172,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,27.0,1,15,1,1125,250,9,flexible
16174,Neukölln,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,38.0,2,8,10,18,0,2,flexible
16175,Neukölln,Apartment,Private room,4,1.0,1.0,2.0,Real Bed,26.0,1,15,2,1125,22,15,moderate
16176,Neukölln,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,50.0,1,0,1,1125,0,0,flexible
16177,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,48.0,2,0,1,1125,99,12,flexible
16178,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,45.0,1,10,1,1125,167,5,strict
16181,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45.0,1,10,3,1125,0,3,strict
16182,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,22.0,1,0,1,31,8,2,flexible
16183,Neukölln,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,18.0,1,5,5,10,0,1,flexible
16184,Neukölln,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,29.0,1,0,5,20,0,1,flexible
16185,Neukölln,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,10,5,15,0,4,flexible
16186,Neukölln,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,66.0,1,0,4,1125,107,4,moderate
16187,Neukölln,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,38.0,1,0,3,1125,0,0,flexible
16189,Reinickendorf,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,5,1,7,1,15,strict
16190,Wilmersdorf,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,65.0,2,10,5,1125,240,2,moderate
16198,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,40.0,1,30,2,7,42,32,moderate
16200,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,68.0,1,25,3,90,265,47,strict
16201,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18.0,1,6,1,1125,0,3,flexible
16204,Friedrichshain,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,89.0,4,0,3,7,0,6,strict
16205,Friedrichshain,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,100.0,1,0,3,7,105,0,flexible
16206,Friedrichshain,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,84.0,2,10,2,18,334,5,strict
16207,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,47.0,1,0,2,1125,26,280,strict
16209,Friedrichshain,Loft,Entire home/apt,4,2.0,2.0,2.0,Real Bed,180.0,1,0,3,1125,86,0,moderate
16210,Friedrichshain,Apartment,Shared room,1,1.0,1.0,1.0,Pull-out Sofa,22.0,1,0,1,1125,154,3,flexible
16212,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,1,7,0,1,strict
16213,Friedrichshain,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,30.0,1,5,4,7,0,0,flexible
16214,Friedrichshain,Apartment,Entire home/apt,6,1.0,2.0,1.0,Real Bed,50.0,2,10,10,1125,1,1,moderate
16215,Friedrichshain,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,30.0,1,10,2,40,0,5,flexible
16216,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,45.0,1,10,2,3,38,28,moderate
16218,Lichtenberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,20.0,1,8,3,21,28,2,moderate
16219,Lichtenberg,Apartment,Private room,4,1.0,1.0,2.0,Futon,35.0,1,8,2,1125,35,24,moderate
16220,Lichtenberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,99.0,1,0,2,120,127,4,strict
16221,Charlottenburg,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,35.0,1,0,2,1125,3,4,flexible
16222,Charlottenburg,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,69.0,3,10,60,1125,142,6,strict
16224,Charlottenburg,Loft,Entire home/apt,8,2.0,3.0,4.0,Real Bed,92.0,1,9,1,1125,55,13,moderate
16225,Charlottenburg,Apartment,Entire home/apt,1,1.0,1.0,1.0,Real Bed,68.0,1,0,7,180,327,2,strict
16226,Charlottenburg,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,80.0,1,10,3,1125,12,1,moderate
16229,Charlottenburg,Apartment,Entire home/apt,2,1.0,2.0,1.0,Real Bed,54.0,1,17,5,14,257,17,strict
16230,Charlottenburg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,50.0,1,0,3,14,0,4,flexible
16233,Friedrichshain,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,55.0,1,0,2,25,60,14,moderate
16235,Friedrichshain,Loft,Entire home/apt,5,1.5,3.0,5.0,Real Bed,120.0,5,30,14,21,0,0,strict
16238,Friedrichshain,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,44.0,1,8,1,1125,358,25,moderate
16239,Friedrichshain,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,85.0,4,10,3,1125,136,9,flexible
16241,Friedrichshain,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,40.0,1,0,3,10,12,3,moderate
16242,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,60.0,1,0,5,1125,0,3,flexible
16243,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,45.0,1,0,1,1125,337,147,moderate
16244,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,84.0,1,0,1,1125,4,1,moderate
16245,Schöneberg,Apartment,Shared room,1,1.0,1.0,1.0,Couch,25.0,1,20,1,1125,345,31,strict
16246,Schöneberg,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,24.0,1,0,2,3,0,0,flexible
16247,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,60.0,1,0,3,1125,0,0,flexible
16248,Schöneberg,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,30.0,1,0,2,4,89,0,flexible
16249,Schöneberg,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,50.0,1,0,3,1125,16,11,moderate
16250,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,44.0,1,5,2,1125,224,100,moderate
16251,Schöneberg,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,40.0,1,10,2,12,89,101,strict
16252,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,50.0,2,0,4,7,0,1,flexible
16253,Schöneberg,Apartment,Entire home/apt,3,1.0,2.0,3.0,Real Bed,80.0,1,0,1,1125,294,1,flexible
16254,Schöneberg,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,35.0,2,20,2,1125,272,2,flexible
16255,Schöneberg,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,25.0,1,0,2,7,8,86,flexible
16256,Mitte,Condominium,Entire home/apt,2,1.0,1.0,2.0,Real Bed,76.0,2,0,1,90,193,82,flexible
16258,Mitte,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,40.0,1,0,1,1125,0,5,flexible
