,id,superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
14124,598546733535988093,f,Benito Juárez,19.383835,-99.148048,Entire condo,Entire home/apt,6,2.0,4,1500,361,81,29,0,4.43,4.52,4.53,1,1,0
14126,598630645251784192,t,Benito Juárez,19.397402,-99.155739,Entire condo,Entire home/apt,4,2.0,2,950,225,72,48,5,4.86,4.93,4.83,2,2,0
14127,598633771341142785,f,Coyoacán,19.3159,-99.12054,Entire loft,Entire home/apt,4,1.0,3,700,359,37,12,2,4.54,4.49,4.54,1,1,0
14128,593581934756827825,f,Cuauhtémoc,19.429888,-99.169243,Entire condo,Entire home/apt,5,2.0,5,1950,360,3,3,0,5.0,5.0,5.0,2,2,0
14129,593584567704012169,t,Cuauhtémoc,19.42093110371437,-99.17499672345788,Private room in rental unit,Private room,2,1.0,1,700,134,25,25,2,4.96,5.0,5.0,1,0,1
14130,588363314217311103,t,Cuauhtémoc,19.42527,-99.16641,Entire loft,Entire home/apt,3,1.0,1,1273,63,42,16,1,4.9,4.98,4.88,19,19,0
14131,593628802596452011,f,Miguel Hidalgo,19.43012,-99.19182,Entire condo,Entire home/apt,6,1.5,3,1598,292,47,32,6,4.91,4.96,4.96,2,2,0
14132,598662265140838850,t,Miguel Hidalgo,19.43278,-99.17964,Private room in bed and breakfast,Private room,2,1.0,1,684,50,11,8,1,4.91,4.91,4.82,11,1,10
14134,598698575046941082,f,Miguel Hidalgo,19.4399,-99.18128,Entire serviced apartment,Entire home/apt,2,1.0,1,1680,365,1,0,0,5.0,5.0,5.0,3,3,0
14135,593632375375401381,f,Miguel Hidalgo,19.42524,-99.178032,Entire rental unit,Entire home/apt,4,1.0,3,1722,361,65,43,5,4.78,4.78,4.82,9,9,0
14136,593644933810209846,t,Venustiano Carranza,19.418291,-99.123917,Entire vacation home,Entire home/apt,6,1.0,4,1156,151,90,52,2,4.89,4.87,4.84,1,1,0
14137,588423290008014068,f,Cuauhtémoc,19.40696,-99.1552,Entire condo,Entire home/apt,3,1.0,1,600,233,137,67,0,4.62,4.76,4.6,1,1,0
14139,593653353097687107,f,Miguel Hidalgo,19.43721,-99.18886,Entire condo,Entire home/apt,4,3.0,3,2207,11,19,9,0,5.0,5.0,4.95,1,1,0
14140,598861017377262991,f,Cuauhtémoc,19.406693,-99.170601,Private room in condo,Private room,2,2.5,1,337,166,71,30,2,4.66,4.7,4.75,11,0,11
14142,588444222660171364,t,Cuauhtémoc,19.403791,-99.164978,Entire loft,Entire home/apt,2,1.0,1,1310,0,47,25,1,4.85,4.81,4.69,12,12,0
14143,598879065513729602,f,Cuauhtémoc,19.406693,-99.170601,Private room in condo,Private room,2,2.5,1,331,178,75,36,2,4.47,4.59,4.53,11,0,11
14144,593668206925468208,t,Miguel Hidalgo,19.438251495361328,-99.18878173828124,Entire rental unit,Entire home/apt,4,2.0,2,2074,353,67,44,2,4.9,4.85,4.88,43,43,0
14145,588476180033608296,t,Cuauhtémoc,19.403791,-99.164978,Entire loft,Entire home/apt,2,1.0,1,2354,360,81,32,1,4.78,4.86,4.53,12,12,0
14146,593762810267311179,t,Cuauhtémoc,19.41925,-99.17114,Entire condo,Entire home/apt,3,1.0,2,1771,285,59,24,0,4.83,4.9,4.71,40,40,0
14147,588499143634715893,f,Iztapalapa,19.37718,-99.1343,Room in hotel,Private room,2,1.0,1,450,356,11,1,0,3.73,4.0,4.18,7,0,7
14148,594101403682533182,t,Iztacalco,19.39861,-99.11674,Private room in condo,Private room,2,1.0,1,650,360,75,35,4,4.79,4.77,4.83,2,0,1
14149,599085538216434888,f,Azcapotzalco,19.46067,-99.16885,Private room in condo,Private room,1,1.0,1,1586,365,1,0,0,5.0,5.0,5.0,2,1,1
14150,599167405896085733,t,Cuauhtémoc,19.41704,-99.154709,Entire loft,Entire home/apt,4,1.0,2,1221,259,66,55,3,4.97,5.0,4.95,1,1,0
14151,588502931832499812,t,Cuauhtémoc,19.44027,-99.16049,Entire condo,Entire home/apt,4,2.0,3,870,343,53,34,4,4.89,4.96,4.77,2,2,0
14152,599168805658254155,f,Miguel Hidalgo,19.42723,-99.17609,Entire serviced apartment,Entire home/apt,2,1.0,1,1057,347,76,38,3,4.63,4.88,4.67,15,15,0
14153,599168910604295473,f,Cuauhtémoc,19.42538,-99.1746,Entire serviced apartment,Entire home/apt,4,1.5,2,1107,337,125,77,7,4.8,4.87,4.88,15,15,0
14154,594101850083291889,f,Cuauhtémoc,19.43131,-99.16423,Entire rental unit,Entire home/apt,4,2.0,2,1734,331,51,14,5,4.92,4.88,4.94,136,136,0
14155,588512249758274616,f,Venustiano Carranza,19.43787,-99.0897,Private room in home,Private room,1,1.0,1,500,365,11,7,0,4.27,4.55,4.09,1,0,1
14156,599175829195508544,t,Miguel Hidalgo,19.43139,-99.19047,Entire loft,Entire home/apt,4,1.5,2,2586,80,92,55,1,4.96,4.95,4.89,4,4,0
14157,588532051819717133,t,Cuauhtémoc,19.4156,-99.15618,Private room in rental unit,Private room,2,1.0,1,559,328,44,12,0,4.89,4.86,4.93,10,2,8
14158,588539952434679046,t,Miguel Hidalgo,19.3975,-99.1804,Entire condo,Entire home/apt,4,1.0,2,911,180,42,24,0,4.98,4.98,4.86,1,1,0
14159,599193693173353794,f,Venustiano Carranza,19.449717,-99.105782,Private room in home,Private room,2,2.5,1,380,358,35,14,2,4.71,4.8,4.69,8,1,7
14160,599214337335369566,t,Miguel Hidalgo,19.401972,-99.177513,Room in hotel,Private room,2,1.0,1,913,313,8,6,1,4.88,4.38,4.88,32,0,32
14163,594203393376810210,t,Cuauhtémoc,19.430561,-99.131287,Entire rental unit,Entire home/apt,6,1.0,2,1100,0,67,33,3,4.81,4.91,4.79,11,11,0
14164,594242453967164023,t,Coyoacán,19.318108,-99.159454,Private room in guest suite,Private room,2,1.0,1,550,365,7,5,1,4.86,4.86,4.71,1,0,1
14165,588545545383422302,f,Benito Juárez,19.39212,-99.1465,Entire serviced apartment,Entire home/apt,2,1.0,1,400,0,44,20,0,4.82,4.84,4.68,1,1,0
14166,588546733522471364,t,Cuauhtémoc,19.416946,-99.177994,Entire loft,Entire home/apt,4,1.0,2,1983,220,42,29,1,4.95,4.95,4.86,2,2,0
14167,594250849431016892,t,Cuauhtémoc,19.45094,-99.15571,Private room in serviced apartment,Private room,2,1.0,2,900,365,7,4,0,5.0,5.0,5.0,11,0,11
14168,588604037871490348,f,Cuauhtémoc,19.41188,-99.17288,Entire loft,Entire home/apt,4,1.0,1,1517,295,71,42,3,4.96,4.97,4.96,1,1,0
14169,599231942580882875,t,Venustiano Carranza,19.41863,-99.0844,Entire vacation home,Entire home/apt,4,1.0,2,653,0,130,103,9,4.95,4.93,4.93,1,1,0
14171,588639002862343008,t,Iztapalapa,19.36072,-99.13397,Private room in townhouse,Private room,3,1.0,2,436,363,24,9,0,5.0,4.96,4.96,1,0,1
14172,599263189939715726,t,Miguel Hidalgo,19.401972,-99.177513,Room in hotel,Private room,2,1.0,1,1185,0,40,38,3,4.9,4.95,4.8,32,0,32
14173,594254425535816694,f,Cuauhtémoc,19.42203,-99.14324,Entire condo,Entire home/apt,6,1.0,3,569,14,75,37,3,4.8,4.88,4.88,2,2,0
14174,594340341644091472,f,Venustiano Carranza,19.41765,-99.12486,Private room in rental unit,Private room,2,1.0,1,250,0,3,0,0,4.67,5.0,5.0,1,0,1
14175,588641176043074833,f,Cuauhtémoc,19.43416,-99.14639,Private room in condo,Private room,2,1.0,1,366,0,44,24,1,4.76,4.82,4.82,9,1,8
14176,588684466024520313,f,Benito Juárez,19.36525627641093,-99.15279974162452,Entire condo,Entire home/apt,2,1.5,1,907,0,6,1,1,5.0,5.0,4.71,7,7,0
14177,594349300313212165,t,Cuauhtémoc,19.4374,-99.15576,Entire condo,Entire home/apt,4,1.0,2,900,171,25,13,0,4.96,5.0,4.84,73,73,0
14178,599338371076518883,t,Cuauhtémoc,19.446566,-99.139122,Entire condo,Entire home/apt,3,1.5,2,799,340,3,3,0,4.33,4.67,4.33,3,1,2
14180,589037462384810660,t,Cuauhtémoc,19.434221267700195,-99.16018676757812,Entire condo,Entire home/apt,2,1.0,1,1170,355,27,16,1,4.93,4.89,4.93,9,9,0
14181,594359146548782393,t,Cuauhtémoc,19.43711,-99.15363,Entire condo,Entire home/apt,4,1.0,2,986,153,22,14,0,4.95,5.0,4.86,73,73,0
14182,594362648807324194,f,Cuauhtémoc,19.41448,-99.13035,Entire condo,Entire home/apt,2,1.5,1,800,330,3,0,0,4.67,4.67,4.67,1,1,0
14183,589048698141665639,f,Gustavo A. Madero,19.48804,-99.10021,Entire condo,Entire home/apt,4,1.0,2,599,147,16,6,0,4.56,4.75,4.81,3,3,0
14185,599342452262867611,t,Cuajimalpa de Morelos,19.362510681152344,-99.28485107421876,Entire condo,Entire home/apt,6,2.5,3,1792,340,17,7,1,4.88,4.88,4.94,88,88,0
14186,589070825770285696,t,Miguel Hidalgo,19.44904,-99.1713,Entire vacation home,Entire home/apt,14,6.0,8,10323,365,5,2,0,5.0,5.0,5.0,4,4,0
14187,599345168672399921,t,Cuajimalpa de Morelos,19.362510681152344,-99.28485107421876,Entire condo,Entire home/apt,4,2.5,2,1707,344,4,0,0,5.0,5.0,4.5,88,88,0
14188,594367637205494887,f,Cuauhtémoc,19.45927,-99.13265,Entire condo,Entire home/apt,3,1.0,2,640,268,9,0,0,5.0,5.0,5.0,1,1,0
14189,594397305694675038,t,Miguel Hidalgo,19.40477,-99.186089,Private room in rental unit,Private room,2,1.0,1,230,124,41,25,4,4.88,4.8,4.93,4,0,4
14190,589084038345677664,f,Cuauhtémoc,19.4177,-99.15852,Private room in casa particular,Private room,1,1.0,1,900,365,8,5,0,4.88,5.0,5.0,1,0,1
14191,594510434407015082,t,Cuauhtémoc,19.41822,-99.17619,Entire condo,Entire home/apt,5,2.0,4,2140,0,68,31,3,4.88,4.93,4.86,40,40,0
14192,594831542580393787,f,Cuauhtémoc,19.4088,-99.18182,Entire rental unit,Entire home/apt,4,2.0,2,2343,320,41,11,2,4.63,4.71,4.51,136,136,0
14193,599349768725348220,t,Miguel Hidalgo,19.436063400800933,-99.20991255356252,Entire condo,Entire home/apt,6,2.0,4,2054,348,23,13,2,4.83,5.0,4.96,8,4,4
14194,589109357799786586,t,Cuauhtémoc,19.403791,-99.164978,Entire loft,Entire home/apt,2,1.0,1,1780,365,64,28,0,4.8,4.89,4.78,12,12,0
14195,594884371870336659,f,Cuauhtémoc,19.4342,-99.15381,Entire condo,Entire home/apt,4,1.0,2,709,335,38,27,1,4.68,4.84,4.74,10,7,3
14196,589111180677326169,t,Cuauhtémoc,19.4279,-99.1585,Entire loft,Entire home/apt,2,1.0,1,1172,164,37,14,0,5.0,5.0,5.0,1,1,0
14197,594885043304293125,f,Cuauhtémoc,19.433086,-99.153175,Entire rental unit,Entire home/apt,4,1.0,2,699,349,51,31,1,4.59,4.8,4.69,10,7,3
14198,599457354214495246,t,Venustiano Carranza,19.42091,-99.08577,Entire condo,Entire home/apt,5,1.0,2,777,334,158,105,6,4.85,4.86,4.82,1,1,0
14199,599487678485976163,f,Venustiano Carranza,19.41713,-99.10911,Private room in guest suite,Private room,4,1.0,2,236,353,40,17,1,4.7,4.8,4.68,2,0,2
14200,589195921056833929,f,Venustiano Carranza,19.42994,-99.09456,Entire rental unit,Entire home/apt,2,1.0,1,537,65,50,28,5,4.56,4.67,4.65,2,2,0
14201,599499158059591806,f,Cuauhtémoc,19.41042,-99.1707,Entire rental unit,Entire home/apt,6,3.0,4,2250,252,57,18,0,4.68,4.63,4.65,1,1,0
14202,599552242279363115,t,Cuauhtémoc,19.42571,-99.15811,Entire condo,Entire home/apt,2,1.0,2,984,340,25,16,0,4.8,4.76,4.52,40,40,0
14203,595024192217933341,t,Cuauhtémoc,19.42417,-99.17689,Room in boutique hotel,Private room,4,1.0,2,2156,365,7,3,0,5.0,5.0,5.0,6,2,4
14204,589202059144600703,f,Benito Juárez,19.39688,-99.17086,Entire condo,Entire home/apt,2,1.5,1,857,50,10,8,0,5.0,4.8,4.8,2,2,0
14207,589227053259229211,t,Cuauhtémoc,19.43054580688477,-99.17030334472656,Entire serviced apartment,Entire home/apt,6,2.0,3,1674,360,31,18,1,4.87,4.9,4.87,266,266,0
14208,599886969717262840,f,Miguel Hidalgo,19.4079,-99.19359,Entire rental unit,Entire home/apt,2,1.0,1,739,320,119,73,5,4.69,4.8,4.67,8,8,0
14209,595062352964341499,t,Cuauhtémoc,19.41715431213379,-99.1779327392578,Entire rental unit,Entire home/apt,2,1.0,1,3300,361,28,6,0,4.61,4.5,4.39,266,266,0
14210,589231789553820453,f,Álvaro Obregón,19.31783,-99.29656,Entire loft,Entire home/apt,2,1.0,2,568,357,14,0,0,4.79,4.71,4.86,2,2,0
14211,589254374895021036,f,Venustiano Carranza,19.41646547197159,-99.08020030304311,Entire rental unit,Entire home/apt,2,1.0,1,450,350,27,14,0,4.44,4.52,4.46,6,6,0
14212,589263887809580448,t,Miguel Hidalgo,19.40053,-99.17523,Entire rental unit,Entire home/apt,5,1.0,2,1000,93,32,16,2,4.94,5.0,4.94,1,1,0
14213,595077477459376906,f,Cuauhtémoc,19.41448,-99.16463,Private room in rental unit,Private room,1,1.0,1,555,15,8,5,0,4.0,3.63,3.75,39,23,15
14214,595089418733397717,f,Cuajimalpa de Morelos,19.34648,-99.29563,Private room in hut,Private room,2,1.0,1,1493,0,172,104,3,4.78,4.81,4.7,5,1,4
14216,589403896084872186,f,Cuauhtémoc,19.42822,-99.14134,Private room in condo,Private room,2,1.0,2,400,78,23,15,0,4.22,4.48,4.35,2,0,2
14218,589444622672794047,t,Cuauhtémoc,19.40477,-99.1301,Entire rental unit,Entire home/apt,2,1.0,1,550,360,35,19,2,4.89,4.86,4.83,3,3,0
14219,595099056832138311,t,Benito Juárez,19.38045,-99.16725,Private room in home,Private room,2,1.0,1,945,364,27,4,0,4.85,4.85,4.59,6,1,5
14220,589797576283729722,f,Miguel Hidalgo,19.43015,-99.20936,Entire home,Entire home/apt,16,9.5,9,37723,333,31,16,0,4.97,4.97,4.94,13,3,10
14221,595170631713544904,f,Benito Juárez,19.39923,-99.16527,Private room in bed and breakfast,Private room,2,1.0,2,480,357,12,10,1,4.92,5.0,4.83,4,1,3
14222,599921033426694025,f,Cuauhtémoc,19.41429,-99.15855,Entire rental unit,Entire home/apt,4,2.0,2,2459,321,52,27,3,4.81,4.94,4.81,136,136,0
14223,589829046173945862,f,Álvaro Obregón,19.37239,-99.19467,Private room in casa particular,Private room,2,2.5,1,250,170,15,8,1,4.93,4.8,4.53,8,0,8
14224,599922280411621257,t,Cuauhtémoc,19.4491295,-99.1549124,Entire home,Entire home/apt,5,2.0,4,1000,332,42,31,3,4.79,4.81,4.67,1,1,0
14225,595207622430823791,t,Cuauhtémoc,19.4354,-99.14358,Entire rental unit,Entire home/apt,2,1.0,2,1237,80,62,35,3,4.98,4.94,4.87,19,19,0
14226,589833191377330823,t,Cuauhtémoc,19.43006,-99.1706,Entire condo,Entire home/apt,4,2.0,2,2157,300,60,25,4,4.93,4.93,4.97,1,1,0
14228,595282415686622871,f,Cuauhtémoc,19.40897,-99.1633,Entire loft,Entire home/apt,3,1.0,1,1018,239,5,0,0,5.0,5.0,5.0,2,2,0
14229,595517967783890838,t,Benito Juárez,19.39325,-99.15178,Entire rental unit,Entire home/apt,4,1.0,2,1903,269,46,29,3,4.85,4.91,4.87,4,4,0
14230,599925458665012833,t,Cuauhtémoc,19.42009,-99.16914,Entire vacation home,Entire home/apt,4,1.0,2,1050,354,57,29,2,4.84,4.93,4.82,1,1,0
14231,599960826799874259,f,Cuauhtémoc,19.42177,-99.14268,Entire rental unit,Entire home/apt,7,1.0,5,866,135,52,38,1,4.63,4.63,4.73,16,16,0
14232,589891791806700483,f,Miguel Hidalgo,19.43017,-99.20995,Entire home,Entire home/apt,7,4.5,4,12735,361,1,1,0,5.0,5.0,5.0,13,3,10
14233,599970069977725068,f,Miguel Hidalgo,19.427603,-99.1959,Entire loft,Entire home/apt,4,2.0,2,5436,346,9,3,0,5.0,4.89,5.0,23,23,0
14234,595528231052208548,f,Cuauhtémoc,19.41306,-99.15654,Entire home,Entire home/apt,3,1.5,2,934,194,11,5,0,4.36,4.45,4.27,2,2,0
14236,595577706879705730,f,Álvaro Obregón,19.35724,-99.18422,Entire home,Entire home/apt,8,2.5,3,2100,259,28,3,0,4.89,5.0,4.96,2,2,0
14237,600045085970968152,f,Cuauhtémoc,19.42162,-99.16391,Entire rental unit,Entire home/apt,4,3.0,2,2716,224,52,30,2,4.62,4.71,4.69,136,136,0
14238,589926916249171688,t,Tlalpan,19.30276,-99.20902,Entire loft,Entire home/apt,2,1.0,1,449,134,36,15,2,4.53,4.81,4.67,11,11,0
14239,600058606654604107,f,Miguel Hidalgo,19.427603,-99.1959,Entire loft,Entire home/apt,5,2.0,3,6155,323,8,4,0,4.38,4.5,4.38,23,23,0
14240,595641368492392303,f,Cuauhtémoc,19.41677,-99.16196,Private room in rental unit,Private room,1,1.0,1,210,269,3,0,0,3.67,3.67,3.67,1,0,1
14241,589954187564815940,t,Miguel Hidalgo,19.43337,-99.18823,Entire rental unit,Entire home/apt,7,1.5,2,1168,275,24,3,0,4.88,4.71,4.96,17,17,0
14242,595669522748786022,f,Cuauhtémoc,19.40738,-99.17712,Entire rental unit,Entire home/apt,3,1.0,2,800,60,2,0,0,5.0,5.0,5.0,3,2,1
14243,600075106512843930,t,Cuauhtémoc,19.41715431213379,-99.1779327392578,Entire rental unit,Entire home/apt,2,1.5,1,4404,351,16,9,2,4.88,4.75,4.75,266,266,0
14244,589957317959057803,t,Tlalpan,19.30061,-99.20869,Entire loft,Entire home/apt,2,1.0,1,437,166,79,46,6,4.58,4.78,4.7,11,11,0
14245,590007087049944175,f,Iztapalapa,19.37736,-99.1351,Room in hotel,Private room,2,1.0,1,450,355,16,9,1,4.19,4.13,4.19,7,0,7
14246,600155042120252474,f,Álvaro Obregón,19.37412,-99.19558,Private room in casa particular,Private room,2,1.5,1,280,328,16,1,0,4.31,4.63,4.38,8,0,8
14247,595845798791822595,t,Miguel Hidalgo,19.43668,-99.18974,Entire condo,Entire home/apt,5,2.5,3,1950,255,12,6,0,4.5,4.25,4.58,1,1,0
14249,595933801959741363,t,Benito Juárez,19.37861,-99.16652,Entire place,Entire home/apt,4,1.0,2,1365,365,36,9,2,4.97,4.94,4.86,6,1,5
14250,596286846469710083,f,Iztapalapa,19.34663,-99.11286,Entire guesthouse,Entire home/apt,4,1.0,3,421,209,3,0,0,5.0,4.67,5.0,1,1,0
14251,600173708432223570,t,Gustavo A. Madero,19.45815,-99.06787,Entire loft,Entire home/apt,2,1.0,1,850,0,158,98,8,4.81,4.88,4.79,8,8,0
14253,600191797069362164,f,Cuauhtémoc,19.406435,-99.160934,Entire loft,Entire home/apt,4,1.0,1,550,359,11,4,0,4.36,4.18,4.09,7,6,1
14254,590039986510181825,f,Cuauhtémoc,19.43778,-99.13963,Entire rental unit,Entire home/apt,3,1.0,1,290,0,104,64,3,4.61,4.68,4.68,7,7,0
14255,600194877009397891,t,Cuauhtémoc,19.42011,-99.17352,Entire condo,Entire home/apt,6,2.0,3,2377,344,85,46,1,4.88,4.92,4.89,1,1,0
14256,596287379448789444,f,Cuauhtémoc,19.41349,-99.15889,Entire condo,Entire home/apt,4,2.0,2,1942,163,7,5,0,4.86,4.71,4.71,1,1,0
14257,596387015904374042,f,Tlalpan,19.218007752702267,-99.22903841727307,Tipi,Entire home/apt,2,1.0,1,1600,0,21,10,0,4.77,4.77,4.64,3,3,0
14258,590044703420556783,t,Tlalpan,19.30108,-99.20683,Entire loft,Entire home/apt,2,1.0,1,449,158,72,43,2,4.71,4.82,4.78,11,11,0
14259,590045992755927499,t,Tlalpan,19.30183,-99.20685,Entire loft,Entire home/apt,2,1.0,1,457,154,20,4,0,4.8,4.7,4.75,11,11,0
14260,590050027781649834,t,Tlalpan,19.30032,-99.16252,Entire condo,Entire home/apt,7,1.0,3,850,324,152,71,1,4.76,4.81,4.75,1,1,0
14261,596409349825135103,t,Cuauhtémoc,19.439,-99.14007,Private room in rental unit,Private room,2,1.0,1,398,0,56,15,0,4.86,4.88,4.93,3,1,2
14262,596483241760485724,f,Miguel Hidalgo,19.44442,-99.17206,Private room in condo,Private room,4,1.5,2,1100,236,7,2,0,5.0,5.0,5.0,2,0,2
14263,600195692185182931,t,Venustiano Carranza,19.41374,-99.09385,Private room in condo,Private room,2,1.5,2,550,334,52,26,2,4.96,4.98,4.94,1,0,1
14264,600592469574287160,t,Cuauhtémoc,19.42648,-99.16135,Entire serviced apartment,Entire home/apt,6,2.0,3,2171,138,90,54,3,4.88,4.88,4.84,4,4,0
14265,590082037435340614,t,Cuauhtémoc,19.40926,-99.176636,Entire home,Entire home/apt,16,3.0,7,5407,211,51,26,1,4.75,4.76,4.61,5,5,0
14266,590086498282984451,t,Gustavo A. Madero,19.46226,-99.11133,Entire condo,Entire home/apt,4,1.0,3,750,165,34,23,1,4.94,4.91,4.88,2,2,0
14267,600634126327568259,f,Cuauhtémoc,19.434786,-99.127403,Private room in townhouse,Private room,5,2.5,3,662,173,1,0,0,5.0,5.0,5.0,2,0,2
14268,600642386298224555,t,Cuauhtémoc,19.45258,-99.12834,Entire condo,Entire home/apt,4,1.0,3,711,75,9,4,1,4.89,5.0,5.0,3,3,0
14269,596507619000162523,f,Benito Juárez,19.36924,-99.17599,Entire condo,Entire home/apt,2,1.0,1,1299,165,9,7,0,5.0,5.0,4.89,2,1,1
14270,590097045747554082,f,Cuauhtémoc,19.40288,-99.16808,Entire condo,Entire home/apt,6,2.0,3,2496,344,29,11,0,4.76,4.9,4.62,5,4,1
14271,590116902891641748,f,Cuajimalpa de Morelos,19.34686,-99.29676,Private room in hut,Private room,2,1.0,1,1493,0,207,118,4,4.79,4.83,4.74,5,1,4
14273,590156278679385439,t,Cuauhtémoc,19.43567,-99.14373,Entire condo,Entire home/apt,4,1.0,2,1322,76,29,12,0,4.93,4.93,4.83,19,19,0
14274,596608749352678849,f,Cuauhtémoc,19.45042,-99.14782,Entire rental unit,Entire home/apt,10,2.0,5,2145,350,29,16,0,4.48,4.69,4.52,11,4,7
14275,600645187057428619,f,Cuauhtémoc,19.40964,-99.17121,Private room in home,Private room,2,1.0,1,703,22,2,1,0,5.0,5.0,5.0,18,5,13
14276,590171312363044329,f,Benito Juárez,19.39115,-99.14348,Private room in hostel,Private room,2,1.0,1,1000,365,9,7,1,5.0,4.89,5.0,1,0,1
14277,600655990839610677,f,Cuauhtémoc,19.40844,-99.17312,Private room in home,Private room,2,1.0,1,754,10,6,6,0,4.33,4.0,4.33,18,5,13
14278,596624419437724699,f,Benito Juárez,19.39811,-99.16566,Private room in bed and breakfast,Private room,2,1.0,1,423,348,14,10,0,4.71,4.71,4.71,4,1,3
14279,590494739852069394,f,Cuauhtémoc,19.4321,-99.16345,Entire loft,Entire home/apt,2,1.0,1,558,0,113,67,6,4.77,4.86,4.78,1,1,0
14280,596629080143624413,f,Benito Juárez,19.38841,-99.18097,Private room in rental unit,Private room,4,1.5,2,650,362,5,3,1,4.2,4.6,3.8,3,1,2
14281,596907602096948127,f,Benito Juárez,19.38875,-99.18126,Private room in rental unit,Private room,4,1.5,1,600,362,5,0,0,4.8,4.6,4.6,3,1,2
14282,597163870985443721,f,Cuauhtémoc,19.43774,-99.15238,Entire condo,Entire home/apt,2,1.0,1,592,1,37,17,1,4.76,4.76,4.76,1,1,0
14283,600698206506070213,f,Coyoacán,19.34421,-99.1833,Entire guest suite,Entire home/apt,2,1.0,1,598,175,14,8,2,4.93,4.86,4.71,7,2,5
14284,600702932521490437,f,Benito Juárez,19.397429,-99.157677,Entire condo,Entire home/apt,4,3.0,2,1086,268,4,2,0,4.0,4.25,4.0,3,3,0
14285,590496107240409656,f,Cuauhtémoc,19.41568,-99.179,Entire rental unit,Entire home/apt,3,1.0,2,810,0,68,43,5,4.75,4.75,4.65,3,2,1
14286,597205373995612200,f,La Magdalena Contreras,19.315647,-99.221283,Entire rental unit,Entire home/apt,5,2.5,2,2300,330,3,0,0,4.67,4.67,5.0,1,1,0
14287,590623174435548683,t,Miguel Hidalgo,19.398457,-99.179901,Entire rental unit,Entire home/apt,4,2.0,2,1285,0,103,50,1,4.92,4.97,4.87,106,86,20
14288,590680953178547882,f,Miguel Hidalgo,19.44494,-99.19579,Entire rental unit,Entire home/apt,4,1.0,2,1100,239,4,0,0,4.25,4.5,4.25,3,3,0
14290,600837395958113542,t,Álvaro Obregón,19.36594,-99.24049,Entire condo,Entire home/apt,2,1.0,1,619,353,9,4,0,4.89,5.0,5.0,1,1,0
14291,590684125222280702,t,Miguel Hidalgo,19.44534,-99.20399,Shared room in townhouse,Shared room,1,1.5,1,250,362,29,15,0,4.79,4.76,4.79,7,0,3
14292,590687740843697216,t,Miguel Hidalgo,19.446308,-99.203026,Shared room in townhouse,Shared room,1,1.5,1,250,362,4,2,0,5.0,5.0,4.75,7,0,3
14293,590689946746600898,t,Miguel Hidalgo,19.446308,-99.203026,Shared room in townhouse,Shared room,1,1.5,1,250,362,5,3,0,4.8,5.0,5.0,7,0,3
14294,600844733145913856,f,Cuauhtémoc,19.41312,-99.172867,Entire rental unit,Entire home/apt,4,1.0,2,1511,359,37,20,0,4.59,4.59,4.57,8,8,0
14295,590691400030995309,t,Miguel Hidalgo,19.446308,-99.203026,Private room in townhouse,Private room,4,1.5,4,700,362,7,4,0,4.57,4.71,4.43,7,0,3
14296,590806170503263902,t,Azcapotzalco,19.46438,-99.18113,Entire guest suite,Entire home/apt,4,1.0,2,848,344,134,66,2,4.8,4.92,4.75,12,12,0
14297,600861787605039883,f,Cuauhtémoc,19.40811,-99.17895,Entire loft,Entire home/apt,1,1.0,1,729,81,23,10,1,4.52,4.7,4.61,2,2,0
14298,600877857995595614,t,Miguel Hidalgo,19.434635,-99.208107,Private room in rental unit,Private room,3,1.0,2,969,174,58,25,0,4.79,4.88,4.78,30,11,19
14299,597255523535314593,f,Coyoacán,19.338524,-99.179893,Entire loft,Entire home/apt,3,1.5,2,901,58,31,10,2,4.97,5.0,4.87,1,1,0
14300,590908726664076760,t,Benito Juárez,19.39654,-99.17525,Entire condo,Entire home/apt,4,2.0,2,1199,353,56,23,0,4.88,4.96,4.8,1,1,0
14301,597299052220026448,f,Tlalpan,19.28036,-99.20076,Private room in townhouse,Private room,2,1.0,1,350,269,3,3,0,5.0,5.0,5.0,1,0,1
14302,597339137801679282,t,Benito Juárez,19.37446,-99.15879,Entire condo,Entire home/apt,4,2.0,2,706,88,47,25,0,4.91,5.0,4.91,2,2,0
14303,597439438267913007,f,Cuauhtémoc,19.42124,-99.16915,Entire loft,Entire home/apt,2,1.0,1,2999,85,33,15,0,4.76,4.76,4.67,35,35,0
14304,600883167281660964,t,Miguel Hidalgo,19.434635,-99.208107,Private room in rental unit,Private room,2,1.0,1,819,176,47,33,2,4.91,4.85,4.83,30,11,19
14305,600885927009751721,t,Miguel Hidalgo,19.434635,-99.208107,Private room in rental unit,Private room,2,1.0,1,649,180,13,8,0,4.69,4.31,4.77,30,11,19
14306,591300196473815271,f,Gustavo A. Madero,19.49861,-99.12866,Private room in casa particular,Private room,1,1.0,1,300,363,37,16,2,4.3,4.41,4.27,2,0,2
14307,600888157195734047,f,Álvaro Obregón,19.33819,-99.20106,Entire loft,Entire home/apt,2,1.0,1,800,363,11,2,0,4.82,5.0,4.91,8,8,0
