,id,superhost,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,beds,price,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms
2747,20836762,t,Benito Juárez,19.392,-99.17753,Entire rental unit,Entire home/apt,7,3.0,4,2571,74,200,35,1,4.92,4.93,4.89,4,4,0
2748,20174963,f,Cuauhtémoc,19.45385,-99.14089,Entire rental unit,Entire home/apt,2,1.0,1,485,0,193,65,0,4.75,4.84,4.75,4,1,3
2749,20654177,t,Cuauhtémoc,19.43423,-99.15431,Entire rental unit,Entire home/apt,4,2.0,2,2057,214,61,4,0,4.84,4.89,4.8,1,1,0
2750,20847555,f,Cuauhtémoc,19.4364,-99.1383,Entire rental unit,Entire home/apt,12,3.0,6,15901,307,9,1,0,4.78,4.67,4.78,30,29,0
2751,20849949,t,Cuauhtémoc,19.40671,-99.1317,Entire rental unit,Entire home/apt,5,1.0,4,913,303,107,40,2,4.91,4.89,4.87,1,1,0
2753,20175011,f,Miguel Hidalgo,19.40591,-99.18319,Entire rental unit,Entire home/apt,3,1.0,2,903,312,124,19,1,4.8,4.88,4.83,1,1,0
2754,20862077,t,Cuauhtémoc,19.40781,-99.16436,Entire rental unit,Entire home/apt,2,1.0,1,788,343,120,15,0,4.69,4.83,4.63,11,8,3
2755,20862378,t,Cuauhtémoc,19.409011840820312,-99.17144775390624,Entire serviced apartment,Entire home/apt,6,3.0,3,8075,288,372,115,8,4.94,4.98,4.9,20,18,2
2756,20862986,t,Cuauhtémoc,19.40781,-99.16283,Entire rental unit,Entire home/apt,3,2.0,2,966,352,150,10,2,4.73,4.83,4.74,11,8,3
2757,20864947,f,Cuauhtémoc,19.4369832,-99.1392024,Entire rental unit,Entire home/apt,4,1.0,2,8302,306,15,1,0,4.6,4.73,4.87,30,29,0
2759,20873685,t,Iztacalco,19.40078,-99.09251,Private room in guest suite,Private room,6,1.0,3,750,2,231,47,5,4.93,4.97,4.89,1,0,1
2760,20881522,f,Coyoacán,19.32662,-99.14861,Entire rental unit,Entire home/apt,2,1.0,1,639,60,60,8,0,4.92,4.98,4.93,1,1,0
2761,20665842,f,Benito Juárez,19.39351,-99.16559,Private room in condo,Private room,2,1.0,1,380,361,72,43,1,4.67,4.6,4.71,2,0,2
2762,20183845,f,Cuauhtémoc,19.44977,-99.1451,Entire condo,Entire home/apt,4,1.5,2,650,299,258,17,0,4.73,4.8,4.73,2,2,0
2763,20188236,f,Cuauhtémoc,19.40795,-99.17537,Private room in bed and breakfast,Private room,3,1.0,1,1300,353,6,0,0,4.67,4.5,4.5,10,3,3
2764,20883165,t,Miguel Hidalgo,19.40043,-99.23001,Entire condo,Entire home/apt,8,3.5,7,4159,319,12,0,0,4.92,4.89,4.89,1,1,0
2765,20189532,f,Cuauhtémoc,19.40388,-99.16272,Entire rental unit,Entire home/apt,4,1.0,2,832,208,15,3,0,4.87,4.93,4.87,1,1,0
2767,20885940,t,Cuauhtémoc,19.41693,-99.16154,Entire condo,Entire home/apt,4,2.5,2,1516,0,175,45,0,4.89,4.95,4.9,1,1,0
2768,20667050,f,Cuauhtémoc,19.40652,-99.17832,Entire condo,Entire home/apt,4,1.0,3,1029,327,9,4,1,4.44,4.44,4.11,3,3,0
2769,20887917,f,Benito Juárez,19.38412,-99.15734,Private room in home,Private room,1,1.5,1,560,143,2,1,0,5.0,5.0,5.0,2,0,2
2770,20896664,t,Miguel Hidalgo,19.433692932128903,-99.1847915649414,Entire loft,Entire home/apt,2,1.5,1,1780,365,209,46,5,4.77,4.85,4.69,1,1,0
2772,20193879,f,Miguel Hidalgo,19.3981,-99.18127,Entire rental unit,Entire home/apt,6,1.0,3,1343,0,301,47,1,4.75,4.76,4.72,1,1,0
2773,20196558,t,Tlalpan,19.293439,-99.152336,Private room in home,Private room,2,1.5,1,300,355,45,13,4,4.96,4.91,4.91,2,0,2
2774,20897784,f,Coyoacán,19.34802,-99.15851,Private room in loft,Private room,2,1.0,2,989,365,80,1,0,4.33,4.75,4.54,5,2,3
2775,20204459,t,Benito Juárez,19.40245,-99.14661,Entire serviced apartment,Entire home/apt,2,1.0,1,1400,365,6,0,0,5.0,5.0,5.0,23,23,0
2776,20675301,f,Coyoacán,19.32221,-99.10487,Entire rental unit,Entire home/apt,3,1.0,2,550,301,59,3,0,4.51,4.88,4.71,2,1,1
2778,20213978,t,Cuauhtémoc,19.4054,-99.17395,Private room in home,Private room,4,2.0,3,3000,347,17,3,0,4.82,4.82,4.94,3,0,3
2779,20901436,t,Cuauhtémoc,19.42753,-99.1541,Entire serviced apartment,Entire home/apt,3,1.0,1,858,258,332,67,6,4.92,4.95,4.89,1,1,0
2780,20216978,f,Benito Juárez,19.38028,-99.16454,Private room in rental unit,Private room,1,1.0,1,450,0,5,0,0,4.6,4.2,4.4,1,0,1
2782,20901798,t,Tlalpan,19.29218,-99.17612,Private room in rental unit,Private room,1,1.0,1,320,301,5,0,0,5.0,5.0,5.0,3,0,3
2783,20223266,f,Miguel Hidalgo,19.43748,-99.1991,Private room in guesthouse,Private room,2,1.0,1,686,270,44,0,0,4.77,4.73,4.7,1,0,1
2784,20902524,t,Cuauhtémoc,19.40987,-99.17246,Private room in home,Private room,2,1.0,1,424,77,113,19,1,4.96,4.98,4.96,4,1,3
2786,20677398,t,Cuauhtémoc,19.43353,-99.1492,Entire rental unit,Entire home/apt,4,1.5,2,965,365,45,5,0,4.89,4.98,4.8,2,1,1
2787,20917607,f,Miguel Hidalgo,19.4314,-99.17312,Entire rental unit,Entire home/apt,3,1.0,2,800,0,62,0,0,4.84,4.97,4.87,1,1,0
2789,20226521,f,Benito Juárez,19.39528,-99.16402,Entire rental unit,Entire home/apt,4,2.0,2,1090,321,3,0,0,4.67,5.0,4.67,1,1,0
2790,20917613,t,Cuauhtémoc,19.43365,-99.1694,Entire rental unit,Entire home/apt,2,1.0,1,2270,0,57,8,0,4.97,4.98,4.93,17,17,0
2791,20917753,f,Coyoacán,19.34197,-99.15314,Private room in rental unit,Private room,2,1.0,1,500,0,2,0,0,3.0,3.0,3.0,1,0,1
2792,20918346,f,Gustavo A. Madero,19.47035,-99.09872,Entire loft,Entire home/apt,1,1.0,1,420,356,8,5,1,5.0,5.0,5.0,1,1,0
2793,20243452,f,Cuauhtémoc,19.40582,-99.16974,Entire condo,Entire home/apt,4,1.5,2,1329,0,4,4,0,5.0,5.0,4.8,1,1,0
2794,20679061,t,Benito Juárez,19.37175,-99.15946,Entire rental unit,Entire home/apt,2,1.0,1,563,1,225,38,4,4.76,4.92,4.72,1,1,0
2795,20920634,f,Cuauhtémoc,19.41844,-99.16067,Private room in loft,Private room,2,1.0,2,850,33,108,12,1,5.0,4.97,4.98,1,0,1
2796,20255171,f,Cuauhtémoc,19.41488,-99.17022,Entire rental unit,Entire home/apt,2,1.0,1,850,209,91,17,1,4.71,4.81,4.73,1,1,0
2797,20930137,t,Cuauhtémoc,19.40821,-99.17191,Entire rental unit,Entire home/apt,2,1.0,1,5517,276,60,5,0,4.93,4.95,4.9,20,18,2
2798,20933103,t,Cuauhtémoc,19.42442,-99.13201,Entire serviced apartment,Entire home/apt,6,1.5,4,1167,295,110,45,1,4.85,4.91,4.85,1,1,0
2799,20255898,f,Cuauhtémoc,19.409284,-99.165631,Private room in home,Private room,2,1.5,1,690,144,76,17,2,4.82,4.89,4.8,1,0,1
2800,20679865,f,Benito Juárez,19.36943,-99.16008,Entire condo,Entire home/apt,6,1.0,3,780,207,22,0,0,4.91,4.91,4.86,1,1,0
2801,20689489,t,Benito Juárez,19.39385,-99.17758,Entire loft,Entire home/apt,3,1.0,2,833,319,165,78,3,4.92,4.95,4.82,1,1,0
2802,20690894,f,Venustiano Carranza,19.416,-99.09294,Entire rental unit,Entire home/apt,4,1.0,1,659,354,90,38,3,4.46,4.61,4.34,2,2,0
2803,20933263,t,Miguel Hidalgo,19.4333,-99.19067,Private room in rental unit,Private room,3,1.0,2,950,329,147,14,0,4.88,4.91,4.82,1,0,1
2804,20933329,t,Cuauhtémoc,19.40868,-99.17059,Entire rental unit,Entire home/apt,6,3.0,3,7947,249,153,29,1,4.94,4.95,4.84,20,18,2
2805,20933806,t,Miguel Hidalgo,19.43387,-99.18615,Entire rental unit,Entire home/apt,3,1.5,2,931,91,148,48,4,4.77,4.81,4.76,10,10,0
2806,20691665,f,Cuajimalpa de Morelos,19.35651,-99.28778,Entire rental unit,Entire home/apt,2,1.0,1,1358,363,45,1,0,4.82,4.91,4.87,2,2,0
2807,20934198,t,Benito Juárez,19.36864,-99.18368,Private room in home,Private room,9,3.5,6,2500,166,101,6,0,4.99,4.99,4.97,5,0,5
2808,20695607,t,Miguel Hidalgo,19.441,-99.20715,Entire rental unit,Entire home/apt,5,2.0,3,2613,226,185,25,1,4.84,4.88,4.85,1,1,0
2809,20266388,f,Miguel Hidalgo,19.45184,-99.20151,Entire rental unit,Entire home/apt,3,1.0,2,723,150,40,16,0,4.65,4.78,4.58,1,1,0
2810,20942591,f,Cuauhtémoc,19.43488,-99.14387,Entire rental unit,Entire home/apt,2,1.0,1,1019,362,192,22,1,4.76,4.8,4.81,2,2,0
2811,20267233,t,Benito Juárez,19.38141,-99.14592,Entire home,Entire home/apt,2,1.0,1,507,316,93,24,2,4.94,4.92,4.97,1,1,0
2813,20268274,t,Cuauhtémoc,19.43082,-99.1433,Entire rental unit,Entire home/apt,2,1.0,1,677,155,135,7,2,4.81,4.87,4.79,1,1,0
2815,20705584,t,Benito Juárez,19.38315,-99.17746,Entire rental unit,Entire home/apt,2,1.0,1,903,145,98,14,1,4.72,4.83,4.71,1,1,0
2816,20709405,t,Cuauhtémoc,19.4343,-99.14576,Entire condo,Entire home/apt,6,1.0,3,1049,343,36,1,0,4.78,4.89,4.81,41,41,0
2817,20944864,t,Cuauhtémoc,19.40735,-99.16427,Private room in rental unit,Private room,2,1.0,1,566,353,69,4,0,4.71,4.86,4.72,11,8,3
2818,20945344,t,Cuauhtémoc,19.40801,-99.1645,Private room in condo,Private room,2,1.0,1,489,327,129,21,1,4.77,4.84,4.72,11,8,3
2819,20946364,t,Cuauhtémoc,19.40745,-99.16237,Private room in rental unit,Private room,2,1.0,1,498,361,125,7,0,4.74,4.93,4.77,11,8,3
2820,20956600,f,Álvaro Obregón,19.3372,-99.20295,Private room in loft,Private room,1,1.0,1,690,0,2,0,0,4.5,4.0,4.5,2,0,2
2821,20958932,t,Miguel Hidalgo,19.43249,-99.17357,Entire condo,Entire home/apt,4,1.0,2,862,293,20,12,0,4.9,4.7,4.65,4,3,1
2822,20713285,f,Álvaro Obregón,19.36854,-99.26595,Entire rental unit,Entire home/apt,4,2.0,3,1800,364,23,1,0,4.7,5.0,4.96,2,2,0
2823,21214143,f,Benito Juárez,19.3754,-99.16105,Private room in rental unit,Private room,1,1.0,1,400,0,6,0,0,5.0,5.0,5.0,1,0,1
2824,20958983,t,Cuauhtémoc,19.43166,-99.1347,Private room in rental unit,Private room,4,1.0,2,572,79,139,26,1,4.87,4.86,4.81,2,1,1
2825,21215280,f,Benito Juárez,19.39712,-99.15299,Private room in rental unit,Private room,2,1.0,1,450,0,2,0,0,5.0,5.0,5.0,2,0,2
2827,20713991,t,Cuauhtémoc,19.42901,-99.13477,Entire condo,Entire home/apt,8,2.0,5,1309,1,358,66,3,4.78,4.86,4.79,10,10,0
2828,20960207,t,Benito Juárez,19.36785,-99.18033,Entire rental unit,Entire home/apt,4,2.0,2,1250,244,31,11,2,4.81,4.84,4.9,1,1,0
2829,20723449,f,Cuajimalpa de Morelos,19.37775,-99.25942,Entire rental unit,Entire home/apt,3,2.0,2,1526,209,19,1,0,5.0,4.89,5.0,1,1,0
2830,21215372,t,Coyoacán,19.34230613708496,-99.1561279296875,Entire condo,Entire home/apt,2,1.0,1,900,70,23,7,1,4.87,4.87,4.83,2,1,1
2831,21218251,t,Miguel Hidalgo,19.43011,-99.17872,Private room in condo,Private room,2,1.5,1,815,22,26,7,0,5.0,5.0,4.85,2,1,1
2832,20960412,t,Miguel Hidalgo,19.43479,-99.18864,Private room in rental unit,Private room,2,1.0,1,526,342,210,50,5,4.86,4.94,4.85,3,1,2
2833,20726865,f,Álvaro Obregón,19.33395,-99.20257,Entire loft,Entire home/apt,3,1.5,1,2000,178,26,2,0,4.92,5.0,4.92,1,1,0
2834,20970644,f,Benito Juárez,19.37743,-99.16523,Entire guest suite,Entire home/apt,1,1.0,1,482,365,41,19,0,4.68,4.68,4.54,4,3,1
2835,20970909,t,Cuauhtémoc,19.40647,-99.17795,Private room in condo,Private room,1,1.0,1,1499,167,70,12,0,4.99,4.96,4.96,1,0,1
2837,20980033,t,Benito Juárez,19.40245,-99.14661,Entire serviced apartment,Entire home/apt,3,1.0,2,900,365,20,3,0,4.85,4.6,4.8,23,23,0
2838,20728651,f,Miguel Hidalgo,19.43832,-99.21096,Entire rental unit,Entire home/apt,8,2.5,5,2547,365,92,0,0,4.75,4.8,4.77,1,1,0
2839,21234457,t,Coyoacán,19.34777,-99.15965,Entire loft,Entire home/apt,2,1.0,1,699,0,200,47,3,4.92,4.89,4.88,1,1,0
2840,20983873,f,Miguel Hidalgo,19.43113,-99.19143,Entire serviced apartment,Entire home/apt,2,1.0,1,1495,159,29,1,0,4.59,4.9,4.62,3,3,0
2841,21262078,t,Cuauhtémoc,19.4193,-99.16725,Entire loft,Entire home/apt,2,1.0,1,1299,53,61,15,0,4.84,4.93,4.79,1,1,0
2842,20729122,f,Iztacalco,19.3897,-99.13073,Private room in home,Private room,1,1.0,1,450,363,10,0,0,4.7,4.6,4.7,2,0,2
2843,20984711,t,Miguel Hidalgo,19.42954,-99.18024,Entire rental unit,Entire home/apt,4,1.0,3,1200,104,103,21,0,4.92,4.98,4.93,1,1,0
2844,20729263,t,Miguel Hidalgo,19.43025,-99.19643,Entire rental unit,Entire home/apt,6,2.0,3,4670,316,110,14,0,4.95,4.95,4.91,9,9,0
2845,21265688,f,Benito Juárez,19.389,-99.17865,Private room in rental unit,Private room,2,1.5,1,450,90,17,3,1,4.59,4.65,4.71,1,0,1
2846,21265818,f,Miguel Hidalgo,19.43194,-99.18132,Entire rental unit,Entire home/apt,3,2.0,1,1300,0,13,0,0,4.77,5.0,4.77,1,1,0
2847,20994042,f,Coyoacán,19.34098,-99.18209,Entire guest suite,Entire home/apt,2,1.0,2,600,329,33,0,0,4.88,5.0,4.82,1,1,0
2848,21266125,f,Miguel Hidalgo,19.43723,-99.18212,Entire loft,Entire home/apt,3,1.0,2,980,365,11,8,0,4.82,4.64,4.64,14,12,2
2849,20741156,t,Cuauhtémoc,19.41103,-99.17793,Entire serviced apartment,Entire home/apt,4,1.5,2,4463,1,149,17,3,4.94,4.96,4.86,3,3,0
2850,20997647,f,Cuajimalpa de Morelos,19.36998748779297,-99.2830047607422,Private room in home,Private room,6,3.0,3,2547,174,1,0,0,5.0,4.0,4.0,6,0,6
2852,21007642,t,Cuauhtémoc,19.42385,-99.16182,Entire rental unit,Entire home/apt,2,1.0,1,900,24,78,12,0,4.85,4.88,4.71,1,1,0
2853,20741640,t,Cuauhtémoc,19.4111,-99.17717,Entire serviced apartment,Entire home/apt,2,1.5,1,3839,325,228,33,1,4.93,4.98,4.92,3,3,0
2854,21024441,f,Iztapalapa,19.33672,-99.11227,Private room in home,Private room,2,1.5,1,300,358,1,0,0,4.0,5.0,5.0,1,0,1
2855,20741777,t,Cuauhtémoc,19.40635,-99.16332,Private room in home,Private room,3,1.0,2,561,0,66,22,1,4.91,4.88,4.87,5,0,5
2856,21277109,t,Cuauhtémoc,19.41535,-99.16792,Entire home,Entire home/apt,4,1.5,2,2886,180,98,2,0,4.83,4.9,4.74,4,4,0
2858,21281156,f,Cuajimalpa de Morelos,19.35719,-99.28449,Private room in serviced apartment,Private room,1,1.0,1,1237,365,3,0,0,4.33,4.0,3.67,4,2,2
2859,21281161,f,Cuauhtémoc,19.41271,-99.18034,Entire rental unit,Entire home/apt,12,3.0,6,16063,365,16,1,0,4.63,4.69,4.81,30,29,0
2860,21291836,f,Cuauhtémoc,19.42815,-99.15331,Entire rental unit,Entire home/apt,2,2.0,2,1090,268,3,0,0,3.33,3.33,3.0,4,2,2
2861,20741820,t,Cuauhtémoc,19.4093,-99.17707,Entire serviced apartment,Entire home/apt,4,1.5,2,4372,331,124,7,0,4.95,4.97,4.9,3,3,0
2862,20743941,f,Cuauhtémoc,19.41985,-99.1713,Entire rental unit,Entire home/apt,2,1.0,1,1292,331,32,1,1,4.78,4.84,4.72,1,1,0
2863,20744967,t,Cuauhtémoc,19.43365,-99.1694,Entire rental unit,Entire home/apt,4,2.0,2,2289,286,94,10,1,4.87,4.92,4.78,17,17,0
2864,21037201,f,Álvaro Obregón,19.33656,-99.19679,Private room in rental unit,Private room,1,1.0,1,500,361,17,4,0,4.71,4.59,4.71,6,1,5
2865,20750670,f,Cuauhtémoc,19.41192,-99.1613,Entire guest suite,Entire home/apt,4,1.0,2,745,328,109,5,0,4.57,4.7,4.51,1,1,0
2866,21052296,t,Iztacalco,19.4117,-99.06757,Entire rental unit,Entire home/apt,4,2.0,2,607,157,753,102,5,4.91,4.95,4.89,1,1,0
2867,20757204,f,Miguel Hidalgo,19.43264,-99.20497,Private room in rental unit,Private room,2,1.0,1,608,89,54,0,0,5.0,5.0,5.0,1,0,1
2870,21298726,t,Coyoacán,19.35401,-99.14947,Earthen home,Entire home/apt,2,1.0,1,751,352,227,47,4,4.85,4.86,4.79,8,8,0
2871,21298797,f,Cuauhtémoc,19.41326,-99.15808,Private room in rental unit,Private room,1,1.0,1,230,0,12,0,0,5.0,5.0,5.0,1,0,1
2872,21308302,f,Álvaro Obregón,19.348,-99.2332,Private room in home,Private room,2,1.0,1,593,0,1,0,0,1.0,1.0,1.0,2,0,2
2873,20759492,t,Cuauhtémoc,19.41646,-99.17896,Entire rental unit,Entire home/apt,8,4.0,5,11632,277,17,2,1,5.0,4.82,4.73,7,7,0
2875,21725370,f,Benito Juárez,19.39236,-99.1826,Private room in condo,Private room,1,1.0,1,1000,363,1,0,0,5.0,5.0,5.0,1,0,1
2876,21309995,f,Álvaro Obregón,19.37049,-99.26462,Entire serviced apartment,Entire home/apt,2,1.0,1,1100,364,50,0,0,4.76,4.92,4.78,2,2,0
2878,21311657,t,Cuauhtémoc,19.430621409840168,-99.1595308936728,Entire condo,Entire home/apt,2,1.0,1,2055,236,20,20,3,4.85,4.85,4.84,1,1,0
2879,21727810,t,Cuauhtémoc,19.4343,-99.14576,Entire rental unit,Entire home/apt,4,1.0,1,821,298,73,17,1,4.78,4.97,4.74,41,41,0
2880,21058487,f,Iztapalapa,19.32463,-99.07498,Private room in condo,Private room,1,1.0,1,535,83,8,0,0,4.63,5.0,4.38,1,0,1
2881,21728682,f,Cuauhtémoc,19.42315,-99.16602,Entire rental unit,Entire home/apt,5,1.0,3,1250,350,152,29,0,4.81,4.87,4.82,1,1,0
2882,21728722,t,Benito Juárez,19.37717,-99.17529,Private room in rental unit,Private room,2,1.0,1,650,358,19,7,4,4.89,4.89,4.79,2,0,2
2884,21059231,t,Coyoacán,19.34851,-99.16467,Room in boutique hotel,Private room,4,1.0,2,2836,295,79,2,0,4.99,5.0,4.98,7,0,5
2885,21728742,t,Benito Juárez,19.40245,-99.14661,Entire serviced apartment,Entire home/apt,3,1.0,1,900,365,16,6,0,4.88,4.88,4.81,23,23,0
2886,21730796,t,Cuauhtémoc,19.42595,-99.1523,Private room in loft,Private room,2,1.0,1,720,365,92,11,1,4.82,4.89,4.78,7,6,1
2887,21060297,t,Cuauhtémoc,19.41146,-99.17434,Entire condo,Entire home/apt,5,1.0,1,1872,69,10,0,0,4.8,4.9,4.8,3,3,0
2888,21735097,t,Cuauhtémoc,19.41155,-99.16571,Entire rental unit,Entire home/apt,3,2.0,2,1446,42,69,7,0,4.65,4.88,4.72,10,9,1
2889,21738496,t,Benito Juárez,19.36906,-99.14995,Private room in rental unit,Private room,4,1.0,3,445,346,147,46,1,4.82,4.89,4.87,1,0,1
2890,21324599,t,Benito Juárez,19.36485,-99.18064,Entire rental unit,Entire home/apt,4,2.0,3,1600,177,113,8,0,4.87,4.96,4.9,2,2,0
2891,21325324,f,Cuauhtémoc,19.429,-99.15314,Private room in rental unit,Private room,2,1.0,1,900,363,2,0,0,5.0,5.0,5.0,2,1,1
2892,21060387,t,Cuauhtémoc,19.41082,-99.17603,Entire condo,Entire home/apt,2,1.0,1,2246,25,35,6,0,4.89,4.83,4.83,3,3,0
2894,21067896,f,Miguel Hidalgo,19.45733,-99.21227,Private room in serviced apartment,Private room,2,1.0,1,641,26,7,2,0,4.43,4.83,4.83,1,0,1
2895,21072762,t,Cuauhtémoc,19.4126,-99.18064,Private room in home,Private room,2,1.0,1,1018,364,14,1,0,4.5,4.71,4.57,2,0,2
2896,21333918,t,Miguel Hidalgo,19.41034,-99.18896,Entire rental unit,Entire home/apt,6,1.5,3,889,239,129,46,3,4.84,4.88,4.83,3,3,0
2897,21739393,f,Coyoacán,19.349130630493164,-99.1502456665039,Entire rental unit,Entire home/apt,4,1.0,2,850,173,28,2,0,4.86,4.82,4.79,2,1,1
2898,21747503,f,Benito Juárez,19.39385,-99.1659,Private room in condo,Private room,2,1.0,1,380,354,147,18,2,4.78,4.84,4.78,2,0,2
2899,21749016,f,Cuajimalpa de Morelos,19.35834,-99.28753,Entire loft,Entire home/apt,3,1.0,1,1698,147,4,0,0,4.75,4.75,5.0,2,2,0
2900,21082292,t,Coyoacán,19.34512,-99.16865,Private room in home,Private room,1,1.0,1,281,1,315,81,9,4.91,4.92,4.91,2,1,1
2901,21343984,f,Álvaro Obregón,19.34549,-99.22537,Entire rental unit,Entire home/apt,4,1.0,3,375,320,22,5,0,4.5,4.64,4.36,3,3,0
2902,21088824,t,Venustiano Carranza,19.45237,-99.11511,Private room in rental unit,Private room,1,1.0,1,230,301,27,14,1,4.89,4.81,4.93,1,0,1
2903,21352704,f,Miguel Hidalgo,19.43619,-99.1786,Private room in rental unit,Private room,2,1.0,1,754,170,12,1,0,4.67,4.67,4.58,3,1,2
2904,21091860,f,Tlalpan,19.29324,-99.13018,Private room in hostel,Private room,1,1.0,1,280,239,4,2,0,5.0,5.0,5.0,5,0,5
2905,21753009,f,Benito Juárez,19.39259,-99.1559,Entire rental unit,Entire home/apt,4,1.5,4,850,328,75,0,0,4.96,4.91,4.95,2,2,0
2906,21107601,f,Cuauhtémoc,19.41283,-99.18031,Entire rental unit,Entire home/apt,4,1.0,2,3346,365,88,6,0,4.68,4.66,4.73,30,29,0
2907,21765818,t,Miguel Hidalgo,19.43487,-99.18768,Private room,Private room,2,1.0,1,475,348,182,35,2,4.94,4.96,4.91,1,0,1
2908,21768892,f,Benito Juárez,19.4036,-99.15607,Entire rental unit,Entire home/apt,2,1.0,2,450,0,78,0,0,4.72,4.85,4.69,4,4,0
2909,21769847,t,Cuauhtémoc,19.40867,-99.16947,Entire rental unit,Entire home/apt,4,1.0,2,1240,0,129,40,2,4.77,4.79,4.79,23,23,0
2910,21353148,f,Coyoacán,19.35808,-99.16036,Entire loft,Entire home/apt,3,1.0,1,1150,361,63,0,0,4.63,4.81,4.59,7,7,0
2911,21353488,f,Benito Juárez,19.35829,-99.16053,Entire loft,Entire home/apt,3,1.0,1,1150,364,69,3,1,4.67,4.71,4.47,7,7,0
2912,21107757,f,Cuauhtémoc,19.412777,-99.180267,Entire rental unit,Entire home/apt,4,1.0,2,4183,350,23,0,0,4.78,4.78,4.74,30,29,0
2913,21353940,f,Benito Juárez,19.35803,-99.15874,Entire loft,Entire home/apt,3,1.0,1,1150,358,71,0,0,4.83,4.73,4.73,7,7,0
2914,21772181,t,Benito Juárez,19.38692,-99.18439,Entire condo,Entire home/apt,4,1.0,2,749,20,157,4,1,4.86,4.92,4.82,2,2,0
2915,21108073,f,Cuauhtémoc,19.41373,-99.17996,Entire rental unit,Entire home/apt,4,1.0,2,4685,359,23,0,0,4.87,5.0,4.83,30,29,0
2916,21108857,t,Miguel Hidalgo,19.4251057,-99.1770353,Room in aparthotel,Entire home/apt,2,1.5,1,2805,346,13,1,0,4.62,4.69,4.46,6,2,4
2917,21779945,f,Benito Juárez,19.36434,-99.16585,Private room in condo,Private room,3,1.0,2,550,0,36,0,0,5.0,5.0,4.94,1,0,1
2918,21783691,f,Miguel Hidalgo,19.43009,-99.19394,Entire rental unit,Entire home/apt,6,3.5,3,5200,74,11,0,0,4.82,4.91,4.91,1,1,0
2919,21354256,f,Coyoacán,19.34506,-99.17544,Entire loft,Entire home/apt,2,1.0,3,1154,0,38,1,0,4.74,4.74,4.74,2,2,0
2920,21108909,t,Miguel Hidalgo,19.4251057,-99.1770353,Private room in serviced apartment,Private room,2,1.0,1,2295,300,3,0,0,5.0,5.0,5.0,6,2,4
2921,21356151,f,Cuauhtémoc,19.40506,-99.16951,Entire rental unit,Entire home/apt,5,2.0,2,1550,53,33,3,0,4.7,4.76,4.7,2,2,0
2922,21111804,t,Benito Juárez,19.36859,-99.18363,Private room in home,Private room,3,1.0,2,800,0,297,79,9,5.0,4.98,4.98,5,0,5
2923,21786383,f,Coyoacán,19.33843,-99.18292,Private room in rental unit,Private room,2,1.0,1,280,0,5,0,0,4.8,4.8,4.8,1,0,1
2924,21112024,t,Benito Juárez,19.36857,-99.18362,Private room in home,Private room,3,1.0,2,800,174,120,10,1,4.96,4.97,4.95,5,0,5
2925,21798352,f,Cuauhtémoc,19.41305,-99.15582,Entire home,Entire home/apt,16,8.5,8,17913,299,176,36,2,4.92,4.91,4.84,9,1,8
2926,21356550,f,Cuauhtémoc,19.43915,-99.16742,Entire rental unit,Entire home/apt,2,1.0,2,753,354,99,17,2,4.75,4.8,4.76,1,1,0
2927,21112105,t,Benito Juárez,19.36851,-99.18359,Private room in home,Private room,6,2.0,4,1600,174,25,2,1,5.0,5.0,5.0,5,0,5
2928,21121870,t,Cuauhtémoc,19.41617,-99.15485,Entire rental unit,Entire home/apt,4,2.0,2,1272,171,144,15,0,4.84,4.92,4.85,7,7,0
2929,21122666,f,Benito Juárez,19.4009,-99.16054,Entire rental unit,Entire home/apt,7,1.0,4,645,365,170,6,0,4.73,4.75,4.73,8,3,4
2930,21357738,f,Cuauhtémoc,19.4094181060791,-99.1688003540039,Entire rental unit,Entire home/apt,4,1.0,2,1936,174,168,22,1,4.73,4.79,4.67,7,7,0
2931,21801653,f,Álvaro Obregón,19.36206,-99.18861,Entire guest suite,Entire home/apt,4,1.0,2,1299,13,2,0,0,3.5,3.5,3.5,19,18,1
2932,21126058,t,Miguel Hidalgo,19.42563,-99.17714,Entire rental unit,Entire home/apt,2,1.0,1,1857,1,20,4,0,4.86,4.86,4.67,2,2,0
2933,21364837,f,Tlalpan,19.29771,-99.1078,Private room in home,Private room,2,1.0,1,800,0,1,0,0,4.0,5.0,3.0,1,0,1
2934,21126523,f,Cuauhtémoc,19.4235,-99.15989,Entire rental unit,Entire home/apt,5,2.0,3,832,147,36,0,0,4.86,4.92,4.86,2,1,1
2935,21141953,f,Tlalpan,19.29154,-99.12996,Private room in hostel,Private room,1,1.0,1,280,49,2,0,0,4.5,4.5,4.5,5,0,5
2936,21366026,t,Cuauhtémoc,19.431,-99.14661,Entire condo,Entire home/apt,8,2.0,3,5913,326,36,10,0,4.61,4.78,4.72,41,41,0
2937,21148415,f,Cuauhtémoc,19.41271,-99.18034,Entire serviced apartment,Entire home/apt,16,4.0,8,37992,363,54,0,0,4.78,4.69,4.85,30,29,0
2938,21369850,t,Cuauhtémoc,19.41381,-99.16574,Entire rental unit,Entire home/apt,4,1.0,1,1950,316,239,35,1,4.87,4.97,4.91,22,20,1
